Review,Positive,Helpful Votes,Funny Votes
"- If you want to play and be stressed of how toxic players can be, then this game is for you. No cooldown for players who prematurely quit early to mid game. 

- hope developers can create some kind of cooldown for players who bluff around ranked matches like not doing anything or purposely sabotage your ranked match as a teammate. 

but overall, I still recommend this game because there aren't that many RTS games out there like this one.",True,1,0
"No Save option for multiplayer games with my friends this is stupid. This is a basic feature, why is it not in the game. If I want to max out the AI and play with my friends in a big multiplayer game why cant we come back and play for 2 hours a night throughout the week. AOE II has this and it is a game that is older than me by at least 4 years. Some games we play can last 8 hours in AOE II, and we save and come back. Its fun because you play the game differently every time. I like seeing how the map changes after hours of playing an online game with multiple people, you cant do this in this game and it blows.

Would Love to play a new AOE game but they make it hard when the best the franchise has and will ever be was in 1999.",False,2,2
"Difficult but fun game! I prefer team games 3v3 or 4v4. 

Campaign is kinda fun to do aswell! Give it a try!",True,5,0
This game is amazing. The amount of dopamine I get while playing the game is incredible. I have tried all civs and am amazed by how well the original 8 Civs are optimized. The new civs are definitely busted. Overall this is a must play if u like Age of empire games.,True,4,0
It is really fun.  The characters don't make a noise when you click on them but that's a good thing.  Combat is a bit static but its getting better.  Also the 360 map orientation is a plus and the custom skirmishes is awesome.  All in all its a classic with some umph.,True,4,0
"AOE 4 is a fantastic entry in the series. The gameplay is engaging and historical focus is fascinating. I especially appreciate the inclusion of documentary-style video clips, which add a unique and informative layer to the game. While the graphics have a more cartoony style compared to some previous games, it doesn't detract from overall experience.",True,2,0
"One of my favorite games to play. Probably my favorite AOE. Online play can be epic or disappointing. Some players do nothing and quit early, but I've also had had some of the best experiences online playing an RTS with this game too.",True,1,0
"I absolutely loved Age of Empires 2, 3 was very meh, but this is just garbage.  Whoever the art director of this game should never ever touch the development of a video game again.  
What you don't see from the pre-selected screenshots they show, is that a lot of your units look too similar and hard to distinguish when you're actually micro-managing in combat.  The Turks for example, their combat units and builder units look 90% the same, meaning you'll grab a bunch of your villagers and bring them along with your army.
Most of the gameplay is the same as the previous ones with a few changes, the worst is they took out orders for your units.  You can't use defensive posture anymore, so its just the ""one size fits all"", and then stand ground breaks if you move so you have to keep constantly clicking it.
Overall they didn't improve the genre or add anything new or great to it, and its just a worse overall UI experience compared to the predecessor made over 2 decades ago.  Why do modern games suck so bad these days?
",False,3,0
"you can adjust the difficulty 
and slowly get used to the game
when you feel stressed you  can make it easy and it makes you feel better because you win",True,0,1
"Similar period as AoE 2 but each faction is more reliant on its unique elements and play-style almost asymetric . Also imo the AI are far more competent on land maps than previous they keep the pressure up, however they bug out on island maps",True,0,0
"Used to play Age II with friends still up to 2024 but this version is event better and more intuitive. Enemy is smarter, not just harder but will use tactics and graphics are cool too.",True,0,0
"Updated graphics, objectives, and story cinematics with that familiar gameplay and feel, what's not to love?",True,0,0
"fun, i like vs players bc computer matches",True,0,0
"Awsome strategy game. If you like real multiplayer games, this works perfectly!",True,0,0
"Best AOE so far, spent so many hours on it. Lot of fun, highly recommend – get the DLC too!",True,0,1
"Not great, not terrible. Older Age of series were more fun. Still gonna play it time to time.",True,0,0
"I just love this game so much. 

I bought it basically from the nostalgia of AOE III. It has quite a few differences from it, but they are mostly welcome. They were able to fix a few glitches and exploits players used to use way too much in multiplayer gaming, and that has made the game so much more fluid and overall better. 

I loved the new addition as well of mew ways of winning a match, such as capturing sacred sites and/or building a wonder. 

The only thing I miss from AOE III is the method to earn XP in a match. I miss having the XP showing up everytime you built something, killed a unit or whatever. In this game, you get the XP at the end of the match, and it isn't directly attached to all the things you make in the match,; it's a standard value attached to a specific challenge, a victory, a defeat, earning a mastery from a civ, etc. 

But overall, I just love it.",True,0,0
A classic being played in modern graphics...sorta...like its got the vibe still yk...,True,0,0
"It's AOE, it's a correct continuation of AOEII, unlike AOE III.",True,0,1
"What absolutely stands out for me is the voicing of the units. ""Allrite, what needeth worketh"" Extremely well written AND performed.
Compared to the horrible ""hululu"" of the original, this is just stunningly well done!
Now I get this is the fourth game, still I was disapointed there is no stone age in this game, the quality of everything else makes up for that.
Sad to ""learn"" billions of men were sent to their deaths to protect the interests of a few undeserving pigs we called 'royalty'. (Q was absulutely right about mankind)",True,0,0
"Great game that works for both new and old players. The different civilizations mean that there is always something to learn or improve upon, which means countless more hours of exciting game play than what you expect. After over 400 hours, I have barely scratched the surface of everything within the game.",True,0,0
Awesome game for those who are not intrested in FPS / Hero shooter kind of games. It gets becomes more and more intresting as I learn more about it.,True,0,0
"Game is filled to the top with try hards & smurfs. it is no fun anymore.
Do not recommend, matchmaking is absolute trash....",False,3,3
"Every thing looks good. Gameplay is smooth, audio is clear, graphics are clean... But why can't I beat an Easy AI? This game is meant for those competitive players and not for filthy casuals like myself. I'm a go back to playing AOE2 where I can easily kill the Easy AI enemy even when I'm just randomly clicking things. :D",True,3,1
"Don't buy this game, very little updates, extreme bugs for a game that came out in 2021.

You know its bad when ""pro"" games use a mod to access more advanced settings to play.

No reconnect features.

Constant server sync issues causing outright disconnects or odd unit behavior such as pathing directly into objects (causing them to go no where) instead of pathing around them, or a weird back and forth jittery movement that will not alleviate. The server sync issues also do not get solved over time, the server needs to ""catch back up"" to real time but it will never. This also causes some weird player sync issues where a player could lag and be playing a game 10 minutes in the past.

I have a 5800x3d and a rtx 3090 with 32gb of ram and this game is installed on a NVME ssd, aint no way my PC is going to experience ""frame lag"" that the game says I am, its a server desync issue for a fact.",False,3,0
story mode is very short,False,0,0
"Game crashes randomly for no reason, no new updates to any new civilizations, no reconnect button. Fix your game and use your brain for the things most games have in our current era of gaming. Can't recommend until they finally update this game for the better. You're better off playing Age of Empire II instead, since the devs of that game actually care about it.",False,1,1
"It's a nice update over AOE2, but ultimately a boring safe choice after AOE3, feels like a step back if anything",False,1,0
"any time i get back on to play a squirmish, all of my opponents reach age 2 a little bit after i do, then they just sit there the rest of the game. this bug becomes more and more common and winning isn't even fun when that happens because there is no challenge. kinda lame.",False,0,0
"This was a great game, however updates have been making it less and less enjoyable over the past two years. The developers are highly catering toward high level competitive players, to say nothing of casual or medium level players, which has led to changes that are often hard to keep track of. In 2024, they completely altered the interactions between all artillery, which was not fun to discover considering I do not read patch notes. Generally you can see the trend of the developers changing the game based off pro player's feedback, who play extremely differently compared to the vast majority of players.

On the other hand, the building mechanics are incredibly fun, the soundtrack is immaculate, and the historical authenticity is refreshing. Unlike Age of Empires 2, the civs are all extremely unique to one and another and each one takes an amount of learning to be proficent. 

Despite that, if you buy this game don't expect to enjoy any of those because even in casual lobbies people WILL hate on you for trying to play the game defensively and relaxed. Regarding the multiplayer, expect to see a lot of England and China as they are extremely unbalanced, and its much easier to play and win with those civs compared to others.

4/10, it'd be better for the game if the devs stopped updating it :/",False,4,0
"Garbage if playing against the computer. Playing with friends is fun, but playing against the computer is a joke. Unless you are a master at RTS games, and can do 50+ actions per minute you will lose. AOE3 had better AI. Basically dont buy this unless you are ONLY playing with friends or are a MASTER at RTS games.",False,2,0
"It's Age of Empires and it's still a good game, but it's not significantly different from AoE2 to warrant buying it in my humble opinion. If you're pondering whether to buy it, consider sticking to Age of Empires 2 first before you go to the expense of buying AoE4. If you do buy AoE4 then note the caveat that you may be disappointed with your purchase.",False,1,0
"This game used to be fun and enjoyable. I really like the story line but am unable to progress. I dont understand how the recent reviews are ""VERY POSITIVE""??? The game is almost unplayable due to the new balance of damage. The villagers are dumb as rocks, not fixing an almost destroyed wall they are standing next to, and agro to enemies. Have to hand hold every single unit, including villagers, so they do not go wandering off to fight by themselves in the wilderness. Brick walls seem to have no real damage reducing properties against archers. Archers can shoot right though brick walls and kill units standing on the ground on the other side. Nothing but villagers will throw fire down to damage wall pillagers. Cant upgrade armies while the computer seems to keep upgrading/getting stronger. All the missions are based on lucky D20 rolls, not skill. There is more.
Ive never left a review. This game is broken and ridiculously frustrating to play the Campaign right now...",False,0,0
"Refreshed AOE 2 with even better graphics and Cool sound effects, quality
game play is balanced [Kinda] and very satisfying ...i would say its worth it unless u playing against mongols ggs",True,4,1
"One of the best RTS games out right now. Highly, highly recommended.",True,1,0
"I have bought Age of Empires IV: Anniversary Edition, then this Age of Empires IV: Ultimate Bundle has the DLC - Sultans Ascend with $159 NTD. Now I put this bundle into my shopping cart. And the paycheck appears $834 NTD. This is so dishonest! You Microsoft is such a huge company, and yet using this obscene trick to deceive custumers? I am done with this, 50% off is OK for me.",False,1,1
I understand that the anti cheat function is there for the multiplayer function which is understandable but some of us don't like playing online nor like multiplayer functions. it makes absolutely no sense to have it on the single player campaign functions. It seems the game designers forget its the customers who decide whether a product is fun or not. I don't see any professional aoe games happening anytime soon as it is not that fun due to game designers assuming that is what most customers want. this is a waste of money and a disappointment of a game. i bought this game assuming it would be fun like the previous aoe games but it seems that this game has a nanny or nun watching over it to make it crap!,False,1,0
"50/50 whether it even launches. 

It goes to black screen and does nothing. The black screen is actually no signal sent from the PC to the monitor. My monitor reports No Input Signal.

I have to use Task Manager to end task to close down AoE4. .... Yet sometimes it launches.


I've noticed when using Task Manager to close AoE4, that power usage is high when it had black screened. 

I get the same thing in Rise of Nations if I have MSI Afterburner running. RoN will not launch with Afterburner running, and Task Manager is needed to close it. Task Manager shows power usage as very high in this case. 

I have tried running AoE4 without MSI Afterburner running but it makes no difference. Am not sure if there is something running on my PC that is conflicting. There is nothing unusual open on my PC.

I made a refund request at 11.3 hours, with Steam. I had played AoE4 for about one hour and twenty minutes since I had bought it. ... I had played the rest of the time during free weekends. ..... My refund request was denied because of my time in the game. That was even though I explained to Steam about free weekend time spent playing maybe over the last two years.

How could I recommend it?",False,0,0
This game is so lag's. The old AOE 2007 had better picture quality. This AOE doesn't really offer anything. They have taken away treasures. The AI players don't help when pushing help on the map. You can't ask for tribute from your teammates. I will keep playing the old version!,False,0,0
"Typical Microsoft garbage. Age of Empires II, remastered with better graphics and less gameplay. Tried a multiplayer match with my wife and an AI. The AI just stopped doing anything after hitting 651 points. Over 40 years and still everything this shit company touches is broken. Absolutely the last time those morons got money from me. Got it on a cheap sale and still not worth it. FU MS!

Edit: And in the end we could not even win the game, his Town Center went down to 1 HP and could not be completely destroyed. The whole game is just totally broken.",False,1,0
