Review,Positive,Helpful Votes,Funny Votes
"Is it epic RPG – without a doubt. Is it game that will be mentioned in 10-15 years line and put in the same league as the original Planescape Torment or Fallout 1 – without a doubt. Is it perfect game – well… no, it isn’t and has its problems.

✅[list]
[*] Multitude of options in character creation and fine-tuning chosen class.

[*] Game looks great and despite the fact that Larian was using their usual engine, they’ve managed to keep the essence of D&D world and its original look.

[*] Epic soundtrack and great sound effects.

[*] Massive maps full of POI, secrets, hidden bosses.

[*] All of the initial companions are great. Believable backgrounds, expressive personalities with their own views and goals.

[*] In-game freedom and possible paths. There are no “invisible walls” known from other games. If you’ve the means to get into tower by air, nothing  will stop you from doing so.

[*] Creativity is rewarded not punished.

[*] Every location, every fight  has “n+1” possible combinations depending on: your build, your companions, how you got to that place, who is your friend or enemy etc.

[*] Exploration is highly recommended – items, additional paths, hidden spells are there to be found.

[*] Every build is viable. You can fight your way through your enemies, bluff, sneak past them or use some magical spells with various results. You decide how you want to play.

[*] You can play as an evil character and it’s not half baked as usual. Compelling and genuinely interesting albeit disturbing story.

[*] Multiple game endings, some of them are obvious while others are more hidden.

[*] Consequences of your decisions reach far and are interdependent.

[*] Achievements connected to the story; are rewards for exploration and challenging yourself.
[/list]

😐
I had to click on each spell to be able to verify if my wizard already knew it or if I could learn it. Spells should have some marker that would allows us to distinguish whether they are learned or not.

❌[list]

[*] Larian set level cap to lvl 12. Everything is fine, except for the fact that if you explore and “lick every wall”, you will reach it at the beginning of act 3 (as I did; I got it in the refugee camp). Throughout the rest of the act, you'll collect enough XP to level up to at least level 14.... 

[*] In Act 3 you will only explore lower city of Baldur’s Gate.

[*] Pre-made characters (that also can play role of companions) are more polished than those you can get in Act 2 & 3.

[*] Act 2 boss fight seems forced, which really put me off the game for a while. Up to this point everything had multiple possible solutions and suddenly we are forced into unavoidable fight, that also skips many of possible preparations mechanics (ofc if you didn’t decide to do same as game and play unfairly).

[*] Unfortunately, 2 of the achievements are only for playing game on hard or very hard. [/list]",True,4,0
"The game is flagged as 'Supported' on the Steam Deck but it's a blatant lie. If you use the Dock and multiple controllers, you'll be unable to play split screen until you make some changes to the configuration, which is poorly documented and which really ruins the fun, just after you paid 60.- 

Short fix:

SteamDeck=0 %Commannd% --skip-launcher

The fact that it's so easy to fix, but that Larian has not bothered fixing this in a year, really is a mark against the studio. Worse though, is the 'end turn' being bind to Y. Not hold Y to end turn... just one moment of muscle memory can ruin your combat encounter. Thanks for nothing.",False,4,0
Amazing game. Amazing story. Do every side quest. the main quest can wait.,True,6,0
"Baldur's Gate 3 is more than just a game to me—it's been a lifeline during one of the darkest periods of my life. Its rich world and incredible storytelling provided a refuge when I needed it most, and even now, on my 10th playthrough, it continues to amaze me with its endless depth and intricate details.

The dynamic characters are what make this game truly extraordinary. Each companion feels so alive, with unique personalities, compelling backstories, and complex motivations that evolve as the story unfolds. I’ve fallen in love with all of them for different reasons, and their interactions remind me of the nuances and shades of gray in real-life relationships.

The writing is simply masterful. The game doesn’t just tell a story—it draws you into a world where your choices genuinely matter. It challenges you to think critically, to see the nuance in every decision, and to empathize with perspectives you might not have considered before.

Even after hundreds of hours, there’s still so much to discover. The level of detail in Baldur's Gate 3 is mind-blowing. From hidden paths and secret dialogues to subtle character moments you might miss the first time around, it’s clear that this game was crafted with love and care by a team who poured their hearts into every pixel.

Baldur's Gate 3 has given me more than entertainment—it’s given me a space to heal, to explore, and to grow. It’s a masterpiece that has set a new standard for RPGs, and I can’t recommend it highly enough to anyone who loves immersive storytelling and unforgettable adventures.",True,3,1
"For a few years, I was not excited at all about gaming and this experience really changed everything for me. Gave me new faith in the industry. Such a touching return to the DnD experience of my youth. Can't believe I got to play a drow gloomstalker and actually crawl the underdark. Incredible voice acting and great story. Bravo.",True,2,0
One of the best games I have played the writing and acting is top tier the developers have said they won’t make a sequel I wish them the best in their future projects and I hope they consider a game with a sci-fi setting,True,1,0
"This is my FIRST Time playing a game like this, in the first point, I was very confused and didnt understand the game mechanics but now I already have 70+ hours and I LOVE THE GAME!
The story, the graphics, the work put into this game is just amazing!!! 
I wish I tried this game earlier,
and I also love that we can even play with up to 4 friends :3
Everything I search in a game is in this game 
(Okey maybe It could be much nice if we could have an advanced character creation, where we could make our own character, not based on some given faces already)",True,1,0
"Baldur's Gate 3 is an unequivocal masterpiece that captivates players by seamlessly merging role-playing depth with critical decision-making, all set against a backdrop of compelling storylines and consequential moral choices. This game stands out as a pinnacle of narrative-driven gameplay, where every decision you make carries weight and significance, drawing you deeper into its intricately woven tales.

The game boasts a high level of replayability, thanks to its brilliantly crafted origin characters who are not only deeply beloved but whose fates can dramatically unfold within the game itself—often with fatal consequences. These characters enhance the richness of the experience, making each playthrough uniquely engaging.

The dialogue in Baldur's Gate 3 is both heart-tugging and wrenching, crafted to pull at the player’s emotions and challenge their moral compass. Coupled with skills that are as colourful and explosive as they are effective, the game delivers a sensory feast that is as visually stunning as it is emotionally stirring. The world itself is mesmerising and enchanting, filled with breathtaking vistas and environments that invite exploration and adventure.

Players are bound to fall in love with everything Baldur's Gate 3 offers. At the heart of its allure is the game's focus on choices and consequences. Each decision a player makes feels impactful, fostering a genuine sense of agency that few games achieve. This element of choice ensures that players are not merely passing through a story but actively shaping it, grappling with their conscience and the moral dilemmas that arise from their actions.

Overall, Baldur's Gate 3 is more than just a game; it's a profound interactive experience that resonates on multiple levels. Players are not only entertained but are also invited to reflect on the ramifications of their choices, making it a truly immersive and thought-provoking adventure. Whether you're a seasoned fan of role-playing games or new to the genre, Baldur's Gate 3 is a remarkable journey that is not to be missed.",True,1,1
"an intricate world knitted together with uncanny freedom and grasping narratives inherited from divinity series, but equipped with a more balanced combat system and great cutscenes. though some dnd rules can be galling at times, they don't overshadow this mindblowing experience in any extent. definitely worth to experience",True,1,0
"[h1][i]Generationally[/i] Good.[/h1]

The sheer depth of this experience of a game is absurd; All the characters (down to the easiest to miss) are compelling and feel alive, the world and journey you take is complex and reactive, and the sharp writing sews it all together into a breathing and immersive world with weight behind every choice you make. 

What a treat.",True,1,0
"One of my favorite games of all time. If you've ever been curious about Dungeons and Dragons, and don't have a group, this is a great entry point. If you've ever wanted a game with immersive storytelling and compelling characters, this is for you. If you want to be a villain and actually feel the consequences of your actions, this game is for you. Give it a try. Please!",True,1,0
"This might be the best game I have ever played, the fighting, voice acting, story, everything is perfect. I love how the game lets you play exactly how you want to, with so many classes, races, sub-classes, etc. The amount of different dialogues for your choices is insane, I feel as if you could play this game over 10 times and still experience the game completely differently every single time. I cannot recommend BG3 enough, this is a 10/10 game with zero complaints.",True,1,0
Best rpg money can buy. Got great replayability. Tons of ways to do a particular mission.,True,1,0
"After a bit over a hundred hours of logged gameplay on my save I've finished my first playthrough.
I've yet to see everything the game has to offer but I did cover most of it, and if there's something to be said about the game is that it is one of the largest, fullest game-worlds I've ever had the pleasure of exploring. Along with that enormousness comes the option to do basically almost anything you'd think to do in any given situation with how the game systems and the story / dialogue options are so fleshed out. A hundred different ways to approach each fight and a dozen dialogue options to prevent that same fight in the first place. This kind of game comes once in a decade if not lifetime and I'm glad to have given it a chance. Larian Studios smashed it out of the park with this one. They deserve all the praise they're getting and more.
A worthy GOTY winner!",True,2,0
In a world where magic exists everyone is pansexual,True,2,1
"It's such a good RPG game that you find your own purpose within the game. In my story, it's about a party of heroes who defeated the demon king. Since elves hardly age, the elf mage of the group witnesses the deaths of all her companions over time and regrets that she didn't spend enough time to get to know them during the time they spent together. With the aim of seeing her friends again, she embarks on a long journey with her students.",True,1,0
"Even after 1105 hours of playing this game, I still come across content that I hadn't seen before, I still smile and laugh at the jokes and wonderful dialouges and can't get enough of this wonderful game. Very much looking forward to cross-play so I can start a campaign with my friends. Highly recommended game.",True,1,0
"One of the best CRPGs I ever played, though I had to play the majority of it on easy mode since this was my very first DND style RPG. Some of the fights were extremely difficult. I did my first playthrough as a Bard, which was very enjoyable! Normally tough fights like that would make me move on from a game, but the story alone kept me going, and I'm so glad I made it all the way to the end! Looking forward to my 2nd playthrough in the future! Perhaps I'll try as a wizard or something!",True,1,0
"The story spans over three long acts that took me around 45 hours to complete, playing like an obsessive speedrunner.  Act 1 is mostly wilderness and the learning arc which is kinda hard if you are not familiar with dnd genre, Act 2 is the spooky part, and Act 3 is like urban adventuring ig. The game feels slow lots of times, since the first act had me chasing down several different leads to solve the same problem, and Act 2 presents more questions than it answers right up until the final set of confrontations. But discovering exciting new areas, strong side quest writing, and those consistently fun combat encounters meant I never lost motivation. 10/10 would recommend",True,1,1
There's nothing I can say about this game that hasn't already been said much better by others. Larian accomplished something very special with Baldur's Gate 3 - the attention and care they've given the game and the community has secured its legacy for years to come.,True,1,0
"I have played this game for nearly 300 hours and I've never gotten past the beginning of Act 2. I cannot stop making new characters. It's actually a problem lol. Every time I'm faced with a new dialogue I wonder what it would be like in different circumstances. I'm certain I'll never see all of the many different options and details this game has to offer. You could play it over and over again, which is something really unusual for me as someone with ADHD. Highly recommend this game.",True,1,0
"Great game, loving the story and gameplay so far.  My one gripe with the game is the combat.  In normal DND, the DM manages combat and balance, tweaking the campaign to be just the right difficulty.  However, there is no magical DM controlling your game.  Some combat encounters feel impossibly difficult, and feel completely up to chance.  Even on normal difficulty, one bad luck round of combat can lead to your party's quick demise.  On particularly tough encounters, you will most likely have to reload multiple times in order to succeed.  It often feels that you just got lucky that one attempt and was victorious.
Other than these gripes with combat, the game feels great to explore and learn about the world.",True,1,0
I baldurs gate 3 has to be one of the greatest games i have ever played in my existence i have 161 hours rn and holy cow i still find reasons to replay even without mods now add that in and infinte potentail like fr i mean infinte ik all games claim full autonomy for ur choices buh thy aint nothing compared to bg3,True,1,0
"I picked up this game because *everyone* I knew was playing it so I figured why not. 

I suck at this game.
It's a fantastic game.
Don't worry about it. It's a game. The freedom of resetting the game is there but I fully intend to see this outright mess of a first playthrough where I treated it like an MMO first and didn't realize there were ~consequences~ to my choices until I saw some things. I saw things. You will too. 10/10 would not play this game the ""proper"" way. By the way, this review was made after 41 hours of play time and I just dinged level 5. I've clearly hit a few roadblocks and forgot to save before quitting. Please make the habit of saving your game.",True,1,0
"---{ Graphics }---
☐ You forget what reality is
☑ Beautiful

Wait you really thought this was one of those useless ai reviews? Got ya cunts, so to the real thing.

Even if i didnt like that much turn based combat , this game is awesome, the world feels alive and very interactive, sucked me ( ͡° ͜ʖ ͡°) ; in his vast explorable world, so much that i want to restart even if i didnt finish this run to see what happens with other choices and to try new classes",True,1,0
"Don't know anything about D&D, could not care less about fantasy worlds and such. Still,I trully enjoyed this game, they really had a great team of writers that made a great effort to have a very intriguing, funny and amusing story. Apart from that, I had a hard time with the battle mechanics which are very complex, but ultimately stimulating, rewarding and very thorough. 
Very good game!",True,1,0
"Honestly bought the game because of the hype and had a hard time actually getting into it. My first 10 hours of gameplay just didn't feel that fun. 

A few months later, a friend got the game and ask me to join her. I completely rediscovered the game. What a freaking masterpiece. I study programming in game development and honestly this has breathed into me a new love for the craft. 

The pacing is amazing, the characters, even dead npc who's lore you discover through a random book or piece of equipment are all written with such care and love. The gameplay, while new for me was super fun to learn and figure out. I love that our characters level up but we also learn and get better. In two weeks, I racked up about 100hrs of playtime, while still going to school, working and managing my household. I have my own solo run on top of my multiplayer one and every decision, action and interaction brings something different. Yesterday, we cried while having a moment with Karlach. I adore Gale's story line and it's shocking to me how video game faces can have this many emotions and how the voice acting is so poignant. 

This game has officially reached my unchanging top 5 of best video games ever. This feels like it was a labour of love, dedication and respect for the player and their project. I haven't not felt like a ""customer"" when playing a game in so long and it's incredibly refreshing to be seen as a player and a human who will play their game.

I highly recommend this game. (Try and play with someone for your first few hours because it makes the learning curve less intimidating but maybe that's just me).


",True,1,0
"To counter negative reviews 

This game is hands down amazing, an art piece at that. There is so many different things to do and complete, the only reason to stop playing is burn out. The game-play is good and challenging and seems to have something for almost every player. This is not mentioning the amazing npcs and voice actors that put so much hard work into this game to make it beautiful.

100/10 would play again, and i am activly recomending it to friends.",True,1,0
"this is the best game I have played in over a decade. I like RPG and I like a good story, and this is a fully voice acted game with an epic plot, interesting characters. I can't get enough.",True,1,0
"A truly incredible game, easily worth it's price and capable of hundreds of hours of enjoyable and immersive game-play. If you enjoy character writing, fantasy settings and D&D, you will adore this game. I'd even say this game is quite cosy all things considered and can be played at your own pace with no pressure. Additionally they've continued to update the game with several large and free patches, adding layers of polished to an already very finished product.

 I have almost 400 hours in it so far- and am yet to even feel ready to put the game down. I highly recommend this game.",True,1,0
"A beautiful and exciting journey through probably the best RPG game I've ever had the pleasure of playing.

It's one of those games that leaves you feeling empty after finishing it.

There's no point in listing the pros because they're practically all aspects of the game.

The downside is the quality of the production at the time of release and the state after years of patching. There are still bugs, and they're very basic, like in the UI or problems with completing achievements (I couldn't complete one on a gamepad while playing on PC. I had to switch to the keyboard).

A wonderful game.",True,1,0
"There is not much to be added on top of what's already been said. I bought this game 3 or 4 times over  at full price so I could play with my friends. The story is incredible and the gameplay is great (especially if you're a fan of D&D). I have several playthrough's going and each one feels completely different because of how impactful minor choices are to the overall story and how it plays out.

If only I had the time I would play through this game with every class, well worth the funds. Also, I'm still waiting patiently for the crossplay that was promised on launch. The updates have been great, but I would love to play with people using different systems. update 8 can't come soon enough!",True,1,0
"After nine months, I have finally finished my first playthrough of Baldur's Gate 3 and I truly cannot express the feeling of sadness that came as I approached the end. Not because it was a bad ending or anything mind you, but because I really did not want it to be over. 

Baldur's Gate 3 without a shadow of a doubt is one of the greatest games ever made. From start to finish, this game was a flawless experience that I cannot recommend enough, and is the first game since Witcher 3 or Red Dead Redemption 2 to remind me what video games are capable of. I could talk for days about this game and the way it made me feel, but most of that has been said before, I think it's best the less you know about it.

I write these reviews more for myself than anything, as I mentioned there's over 600,000 positive reviews on this game as is. Despite this, I still felt the need to express how phenomenal of an experience this was, and I think that's worth something. 

The easiest 10/10 I have ever given, I am still blown away by what I just played.",True,1,0
"""I'm not the type for CRPGs"" & ""i bet it's overrated"" is what kept me from playing since release. I thought i wouldnt touch an RPG until the next TES. I bought it 4 days ago, I'm 26 h in and sowewhere near the end of ACT I and HOLY SHIT! It blew me away, one of the best RPGs and one of the best games I have ever played!",True,1,0
This game is the dream for DnD lovers and anyone who likes a great story with astonishingly good writing.,True,1,0
"
---{ Graphics }---
☑ You forget what reality is
☐ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☑ Eargasm
☐ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☐ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☐ Decent
☑ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Game Size }---
☐ Floppy Disk
☐ Old Fashioned
☐ Workable
☐ Big
☑ Will eat 10% of your 1TB hard drive
☐ You will want an entire hard drive to hold it
☐ You will need to invest in a black hole to hold all the data

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☐ Easy to learn / Hard to master
☑ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☑ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☐ Good
☐ Lovely
☑ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☐ Long
☑ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☑ Never heard of
☐ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☑ 10

---{ Author }---
☑ https://vojtastruhar.github.io/steam-review-template 
",True,1,0
"Baldur's Gate 3 is an incredible RPG that everyone should try at least once. I've yet to fully finish a single campaign as I have six ongoing, some with friends, but very close to finishing across some. The game absolutely deserves all the awards and recommendations it's received, and is one you'll find yourself able to play again and again and again (especially with the game now having mods and the soon-to-be-included additional subclasses)",True,1,0
There is so much to do in this game that there is no way you could become bored with it. The fact that actions have consequences either immediately or later is great to have in a game. With it being turned based besides being DnD related was what drew me to this game.,True,1,0
"You'll not regret buying this game. 
Story and characters are immersive. 
High replay value/multiple play troughs.
And Larian being passionate in creating this game, and great support as well.
Would recommend Divinity series as well!",True,1,0
"I purchased this game solely because my boyfriend and I were looking for games we could play together, but neither of us were particularly keen on many of the 'couple' orientated video games. I had never played DnD before, and I wasn't keen of CRPG's. But he offered to purchase it for me so I decided to give it a go. 

This game ended up changing my life. I am not kidding. 

First things first, the graphics are amazing. I almost feel like I could reach out and touch the characters. The characters are real in their reactions, and are complex. I love that they will react differently to you depending on how you treat them, and there are consequences if you do not treat them right. I laughed and cried while playing the game. 

BG3 is immensly replayable. I have played 2.5 times so far, and no playthrough was exactly the same. Your choices matter, and the pacing (except for Act 3) flows really well. Each quest and interaction matters in the long run.

As for Larian, they deserve the awards for community support. 

The characters in this game will stay with me for a long time. Whether you are playing alone or with friends, I recommend this game.",True,1,0
