Video Title,Video ID,Author,Comment,Likes
CALL OF DUTY MODERN WARFARE 3 Gameplay Walkthrough Part 1 Campaign FULL GAME [4K 60FPS PS5],XMYcvBfooKM,@NarwhalHug,38:28  why was Farrah looking at him up and down like that 😟,0
CALL OF DUTY MODERN WARFARE 3 Gameplay Walkthrough Part 1 Campaign FULL GAME [4K 60FPS PS5],XMYcvBfooKM,@theobserver8162,You know if not for soap and shepard's death this trilogy would have made a good origin story for the original modern warfare games,0
CALL OF DUTY MODERN WARFARE 3 Gameplay Walkthrough Part 1 Campaign FULL GAME [4K 60FPS PS5],XMYcvBfooKM,@AgnimitraMondal,2:57:39 WTF ACTIVISION? BRING SOAP BACK U CANT DO THAT😭😭,0
CALL OF DUTY MODERN WARFARE 3 Gameplay Walkthrough Part 1 Campaign FULL GAME [4K 60FPS PS5],XMYcvBfooKM,@AgnimitraMondal,2:55:28 SOOOOOOAAAAAAAAAAAAAAAP NOOOOOOOOOOOOOOOOOOOOOO😭😭,0
CALL OF DUTY MODERN WARFARE 3 Gameplay Walkthrough Part 1 Campaign FULL GAME [4K 60FPS PS5],XMYcvBfooKM,@TheGameModifier,"Well this wasn’t the remake everyone was hoping for, it’s almost like a completely different game. I don’t remember majority of this in the story 🤣🤣",0
CALL OF DUTY MODERN WARFARE 3 Gameplay Walkthrough Part 1 Campaign FULL GAME [4K 60FPS PS5],XMYcvBfooKM,@WHIPLASH-1,GUNS GUNS GUNS!!!!!!,0
CALL OF DUTY MODERN WARFARE 3 Gameplay Walkthrough Part 1 Campaign FULL GAME [4K 60FPS PS5],XMYcvBfooKM,@BoTori_XD,2:04:20 A way for sleep to come faster? 🐑#🐏,0
CALL OF DUTY MODERN WARFARE 3 Gameplay Walkthrough Part 1 Campaign FULL GAME [4K 60FPS PS5],XMYcvBfooKM,@BullBotak,2:51:12  Friendly fire,0
CALL OF DUTY MODERN WARFARE 3 Gameplay Walkthrough Part 1 Campaign FULL GAME [4K 60FPS PS5],XMYcvBfooKM,@yarehmohammed141,Captain Price was right he was one one of the best to the best and its really sad that Soap die on that last mission and ghost was also right he wasn't going to live that long and ghost shouldn't have said that because that was too soon and Soap Mactavish reat in peace you are one of the best soldier of all you will never be forgotten may god watch over you,0
CALL OF DUTY MODERN WARFARE 3 Gameplay Walkthrough Part 1 Campaign FULL GAME [4K 60FPS PS5],XMYcvBfooKM,@deejaym5286,"this new Call Of Duty Modern Warfare 3 is soooo ""BS..."" iven the famous hacker teams they dont care to hack it LOL",0
CALL OF DUTY MODERN WARFARE 3 Gameplay Walkthrough Part 1 Campaign FULL GAME [4K 60FPS PS5],XMYcvBfooKM,@risingstar9160,bro if they wanted to name someone soap then what will be the guys dad name shampoo-,0
CALL OF DUTY MODERN WARFARE 3 Gameplay Walkthrough Part 1 Campaign FULL GAME [4K 60FPS PS5],XMYcvBfooKM,@luca-z5d,49:38 instead of flipping the lever all i do is just pick the enemy guns OVER AND OVER can some pls help,0
CALL OF DUTY MODERN WARFARE 3 Gameplay Walkthrough Part 1 Campaign FULL GAME [4K 60FPS PS5],XMYcvBfooKM,@DanielCooke-nm5xh,Maybe we could have cod modern warfare 4 (reboot) to continue the story of 141's mission as they conduct their manhunt for Makarov who's still on the run.,0
CALL OF DUTY MODERN WARFARE 3 Gameplay Walkthrough Part 1 Campaign FULL GAME [4K 60FPS PS5],XMYcvBfooKM,@hbt135,"why did bro wait so long to level the hangar, is he dumb",0
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@ДимаЯшин-в2щ,Что за песня играет в трейлере?,0
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@Sweet.exe33,This game was so great,1
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@giorgosdrosos8180,Seal Greece 🪖🪖🕊️🕊️🕊️,1
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@isaiaholiveras3980,No Who,1
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@iramlimon8037,Cinematic reveal trailer,0
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@gamerguymrk8279,One of the best reveal so far still watching this in 2025,2
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@nifer3248,Bruh the Call of Duty channel has once again deleted their reveal trailer for the last cod game,3
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@MelchorRock,Cod mw2 form.2009 is the best,0
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@Weightyloan15,This trailer was better than the game,0
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@Bronexed,It’s very fun,1
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@samicakmak4185,What name is this soundtrack?,0
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@asirmustafa6660,My dad haven’t played it in 2023,0
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@javier_granela,That music don’t fear(the reaper,1
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@ConnorWatts-f4w,Just finished MW2 and can't wait for this game! So hyped!,0
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@funguygamer13,I don’t care what anyone says any call of duty game even this is better than Vanguard😂😂,4
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@sebastiendokmajian2310,"I still stand by my statement, « mw3 » would’ve been way better as a DLC and without those free roam DMZ missions",4
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@TrungHieu-ToiYeuVietNam,"Trailer: 😮😮
Gameplay: 🤬🤬",2
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@shagadelic3000,What an awesome song for such a bad videogame.,3
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@Abdrahman4560,It’s mw3 with license,0
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@GH0STZERO,"MW3 (2023), flaws and all considered, is more aesthetically pleasing than Black Ops 6. 


What I mean is I'll take Black & Red over Black and Orange any day. I'm a sucker for anything resembling the Helghast, Umbrella Corps., Zeon, Galactic Empire, and now the Konni Group.



I like this trailer a lot. The Shadow Seige event and revelation back in MW2 (2022) was a badass moment.",2
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@TylaaCS,no,1
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@K0G-Clxtch,Such wasted potential for this game 😔,5
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@JamesBond-cr8gu,"1:28 just no mag action huh.
... lol",0
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@infernus42254,The syncing at 1:14 is just perfect.,1
Call of Duty: Modern Warfare III - Gameplay Reveal Trailer | PS5 &amp; PS4 Games,i3IsLrPeZG8,@Darkd1n0,Genuinely going to miss this game. Even if it was an overpriced dlc. I’ve never had fun like this since the end of og rebirth,1
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@sampathjayawardana5557,Not using armor plates. Always using children's weapons. Not even saw armor plates while playing. No tactics when in advance. Poor play bro. You Just can only survive on a game. 😂😂,0
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@Muzza777-n1y,is this just the game like no add ons?,1
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@AbdalRahmanAwawdeh,That film is not game😊😅❤,1
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@LTTGameNerfGunss,nice!,2
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@MelchorRock,Looks boring to me,0
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@rajatgandhi4538,Which platform is this?? Bcs mw3 on PC is not like this.,3
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@azizathefirst,soap noo😭😭😭,2
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@LUVJAJA-h8u,Bye soap😮‍💨,2
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@MrSundaayy,"You play like a John Wick bro, cool",1
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@Nora-2007,"8:59-Four years-wait...PFFT-
THEY PUT FOUR INSTEAD OF SIX LOL!",1
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@mellidya7530,Man these spoiler comments suck,1
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@DumisaniPablo-jy8tg,The best gamer ever🎉🙌🙌🙌👍,2
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@mayukhduarah1735,"Soap:Good luck LT. 
Ghost:Yeah.. they are gonna need it. 🗿🗿🗿",2
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@ethanccraig,NOOOOOOOOOOOOOOOOOOOOOO SOOOOOOOOOOOOOOOOOOOOAAAAAAAAAAAAAAAAAPPPPPPPPPPPPPPPPP,0
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@games1777-v1e,👍,1
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@ugurarslan255,👍 Very Beautiful 👍,3
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@dragosboboc9198,diden t we kill GRAVES in mw2 ? im confuse.,3
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@burakkaya5254,3:37:52 FOR IVAN 🥶,1
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@Nybis,and also you have Advanced Thermal Scope but keep using a Reddot scope why why why!!!,1
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@Nybis,"Nice, your gameplay video quality is much better than MKiceandfire and other YouTubers. Good job",5
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@tequilabumbum1276,Someone rewatching this in 2024?…and crying again 😭,2
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@Kaan_kostak,Dude this is not warzon💀,1
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@BlkSchyce26,"I like your gaming 
It's better than ps5 players",2
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@ChisomoChikwekwe,Best video game of all time 😮❤,0
Call of Duty Modern Warfare 3｜2023｜Full Game Playthrough｜4K HDR,WMkHlywBR9s,@01brokenbutterfly,43:05 😂,1
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@stylechyld7780,To sign in for Activision just to play the campaign game that I paid is utterly ridiculous.,1
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@conradmavundla5221,Its Bad I only played 4 missions and deleted the game i just couldn't stand it,0
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@PolymerJones,Do they let you skip cutscenes or do you have to waste your life sitting through it,0
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@Uygkuyfkutfkytfkutfv,"I just finished it and I loved it. I stopped BO6 to play it and am not sure I’m going back any time soon. A lot the criticisms in this review relate to storyline - of which I have zero interest, and repeated mechanics; since I have only played BO6 and MW is irrelevant, as I think this one is miles better than BO6 and marginally better than MW.",1
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@AboveAverageNPC,Campaign was borderline unplayable imo. Sucked so much,2
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@d.b.s.6381,"If you bought this game, you are part of the reason that COD doesn't get better. The only language large corporations speak is money.",1
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@andrewhacker5034,"Vanguard has got to be the worst. Weapons were wrong, events were wrong.
Must of got rid of the old games developers and imployed this new generation that don't give a f*""k.",0
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@johnhutton4788,"Bring back complete games with all medals and extras included call it the one and done nostalgia pack! 

Everything else can be the grift till your bled dry versions…",1
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@BeatNovakane,Anybody know if this is better than black ops 6??,1
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@CJButterfleye,That is exactly why I am buying today from GameStop for $18,1
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@newsjohnson,I just finished the campaign. It literally felt like a weird dream of classic MW3 but way worse and more confusing.,1
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@Ka1_3r0u9h,"I think people just have to have something to be mad at, because I thought it was good!!",0
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@mikemoussa4013,"I liked this campaign, the strategy use of the tac map, finding and unlocking new weapons, open game warfare, it was kinda fun for me",0
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@darren767,"Ive been disappointed by games before, but this actually makes me want to demand my money back!.....the campaign is pants, and so short it wouldn't satisfy as DLC, never mind a full game! Made even worse by the appalling battle net app",2
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@Robwappieoverijsel,i wait for this one for black friday,0
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@ih8suvz,Only 14 missions? I'm glad I didn't pay money for this game.,0
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@NikFromEarth,Is it worth playing for free?,0
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@christophertownley7512,It's ok,0
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@gobogoo2329,its fitting that red is the color they went for on the cover because thats also the color of most of the steam reviews,0
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@rudymedina4508,"It sucks. It feels like im playing warzone, boring.",0
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@chetanyamundachali5612,Actually AI could have created a better story for MWIII,0
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@chetanyamundachali5612,This game deserved atleast 6/10,0
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@chetanyamundachali5612,When IGN gave it a 4/10...then u know its bad,0
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@zayysplatt1292,soaps death was so underwhelming,0
Call of Duty: Modern Warfare 3 Single-Player Campaign Review,eVNQ-T6blIA,@Ad-lk3ow,"Got to the 2nd open mission in a row… i’m done, all people want is a game of clean house, whys this so hard to get?!",0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@LugovoisesGames,This comment closes the giveaway. Further comments will not be able to participate. I will publish the results tomorrow!,31
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@judejeanpierre7486,🎉🎉🎉🎉,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@janibindu4285,Call of duty for secret Service not just cia,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@AngelMedina-ww6uo,My enemy “ Vladimir Makarow “,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@arimurti6105,Cool...,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@nasaraIbrahimah,31:52,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@Mokhtar95,Just relog your ammo🗿,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@vadimasvadimka8335,"The entire experience was ruined by weapon crates, icons, and ""weapon free"" text appearing in the campaign mode. Starting a campaign mission feels more like playing a multiplayer mode. The developers of Delta Force made a great decision by creating a game focused on multiplayer while still catering to fans of story-driven campaigns. With the release of Black Hawk Down, they’ve shown how to balance multiplayer and campaign modes effectively. Call of Duty could learn a thing or two from them.",0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@leonidasgonzalez3692,Excellent!,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@shlomomalkimov6266,nicely done,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@KevinTorres-ez1kl,Good job bro.,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@omiNITROUS,Three fucking hour campaign. Brutal.,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@StuciferEdward,I am confused but I get it. I have to 'play it' to really 'there and cares'. Thanks and later Lug-Bus bro.,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@StuciferEdward,"Hey? I been having this since, well. 'Freezer Dawgs' from 'Ocean Pheonix' experienced on my second to the last job. 'we' seattle 'plummers' called it 'Puma Dawgs'.",0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@StuciferEdward,I just quick imaginning 'radio talking' to this 'Marine attacking' on the boat. Yeah!,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@StuciferEdward,"hahahahah, me loving this.",0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@StuciferEdward,wow ashoring the Temple Castles and my words in Marshallese is one 'word'.  Is 'Ettabbo' weather 'crabs or  Marines'.,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@randyCortez-r6i,❤,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@rodericfueconcillo5735,its so cool i want to play this also,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@MrStefanovicIvan,too easy... or you play on some recruit lvl... Mw I was a hell on veteran diff,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@ahmedaqeel1766,This ps5 or ps4?,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@enhanceskill1178,I'm not able to play COD warzone bcoz i get struck in the lobby nd no match is found,0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@Heditz6,Rest in peace Johnny 🪦,1
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@sylvesterpulk8279,"you are really good ,,great i really enjoyed it",0
Modern Warfare III [ 2023 ] FULL CAMPAIGN Gameplay | Call of Duty [ 4K UHD ],DvQynYHFXLs,@kanastudio9524,"call of duty 4 i played in my laptop it was free with laptop when i purchased new,  your game play is soo good , I love games but i cant buy games and play",0
