genre,game,commented_date,comment,release_period
Shooter,Overwatch 2,2019-11-01,imagina o lucio aparecendo  vamo esculachar,Before
Shooter,Overwatch 2,2019-11-01,yo estaba esperando el estreno slo en cines,Before
Shooter,Overwatch 2,2019-11-01,tellement de sentiments dans une seule vido,Before
Shooter,Overwatch 2,2019-11-02,genji agora eu tenho que cuidar dessa gente.,Before
Shooter,Overwatch 2,2020-04-30,616 no me canso de oir la activacin de genji,Before
Shooter,Overwatch 2,2019-11-01,exercito de robs existem genji a sua esquerda,Before
Shooter,Overwatch 2,2019-11-03,time existe genji ala vo te q carrega os lixo,Before
Shooter,Overwatch 2,2019-11-01,esta super el nuevo diseo de genji y eco pico,Before
Shooter,Overwatch 2,2021-12-07,"737 microsoft con mi ayuda, claro que lo hars",Before
Shooter,Overwatch 2,2019-11-03,meilleur moment 615 ryujin no ken wo kuraeeee,Before
Shooter,Overwatch 2,2019-11-02,550 esse t ficando quente' foi muito engraado.,Before
Shooter,Overwatch 2,2019-11-02,"ese genji, perfect timing con esos counters xd",Before
Shooter,Overwatch 2,2019-11-03,alguien ms sinti placer al ver la cinemtica? v,Before
Shooter,Overwatch 2,2020-01-30,"451 merci genji, tu nous as sau.. part flanker",Before
Shooter,Overwatch 2,2019-11-02,they used all 6 ults we win next fight   robots,Before
Shooter,Overwatch 2,2020-02-15,"yes, yes we are! gets arrested 30 seconds after",Before
Shooter,Overwatch 2,2019-11-02,genji cuando llega y ve a mei she needs healing,Before
Shooter,Overwatch 2,2019-11-01,cest la premire fois quil neige  paris bordel !,Before
Shooter,Overwatch 2,2019-11-01,ice to meet you reinhardt dropping the dad jokes,Before
Shooter,Overwatch 2,2019-11-01,briggite shieldar o aliado  shieldar o shield  x,Before
Shooter,Overwatch 2,2019-11-04,"como sempre, a dublagem brasileira  impecvel!! 3",Before
Shooter,Overwatch 2,2019-11-01,yo callese y tome mi dinero blizzard cual dinero,Before
Shooter,Overwatch 2,2019-11-02,la cinemtica 99 genji puto amo....1 los otros xd,Before
Shooter,Overwatch 2,2019-11-01,incroyable cinmatique la meilleure des meilleurs,Before
Shooter,Overwatch 2,2020-02-13,i need a relationship stronger than genji's sword,Before
Shooter,Overwatch 2,2019-11-02,un jour j'ai envie voir le film overwatch le film,Before
Shooter,Overwatch 2,2019-11-02,on va tre assez nombreux pour cette mission? non!,Before
Shooter,Overwatch 2,2019-11-02,personagens interligar escudos. eu  hora de morfar,Before
Shooter,Overwatch 2,2019-11-01,"chorei igual um beb assistindo, eu te amo blizzard",Before
Shooter,Overwatch 2,2019-11-04,me dio gracia la parodia donde al final dice no xd,Before
Shooter,Overwatch 2,2019-11-01,c'est autre chose que les trailers de fortnite ...,Before
Shooter,Overwatch 2,2019-11-03,cinemtica do novo overwatch  a comentaristas  genji,Before
Shooter,Overwatch 2,2019-12-01,o que salvou o winston  todos do overwatch xo genji,Before
Shooter,Overwatch 2,2019-11-01,enem chegando e a blizzard me faz um negcio desses.,Before
Shooter,Overwatch 2,2021-07-21,"que en paz descanse arturo casanova, voz de winston",Before
Shooter,Overwatch 2,2019-11-07,winston genji! genji ... hablar esta sobrevalorado.,Before
Shooter,Overwatch 2,2019-11-05,les trailers d'overwatch sont clairement les best !,Before
Shooter,Overwatch 2,2021-01-03,genji is such a gamer that he put leds on a his hood,Before
Shooter,Overwatch 2,2019-11-04,nadie lo que genji debi decir al aparecer mada mada!,Before
Shooter,Overwatch 2,2019-11-01,c'est  partir de 429 que la c'est juste incroyable !,Before
Shooter,Overwatch 2,2020-03-15,does this mean overwatch is back? ... no roll credits,Before
Shooter,Overwatch 2,2021-10-07,"descanse em paz, christiane louise dubladora da mercy",Before
Shooter,Overwatch 2,2019-11-02,cinemtica overwatch 2 existe genji carrega nas costas,Before
Shooter,Overwatch 2,2019-11-02,overwatch hemos regresado!!! yo alguna vez se fueron?,Before
Shooter,Overwatch 2,2019-11-01,le travail des comdiens de doublage est tellement fou,Before
Shooter,Overwatch 2,2020-06-16,the most realistic thing about this is there are 4 dps,Before
Shooter,Overwatch 2,2019-11-08,"giant robot exists genji so anyway, i started slashing",Before
Shooter,Overwatch 2,2019-11-01,"comunidad arreglen el juego! blizzard ok, nuevo juego.",Before
Shooter,Overwatch 2,2019-11-01,reinhardt y briggitte tuvieron la mejor intro de todas,Before
Shooter,Overwatch 2,2019-11-01,432 le meilleur moment de la cinmatique et la plus pic,Before
Shooter,Overwatch 2,2019-11-03,paris dans cent ans  les gilets jaunes ont bien changs,Before
Shooter,Overwatch 2,2020-12-30,interlock shields! brigg with her 250 barrierim helping,Before
Shooter,Overwatch 2,2020-01-05,"instead of another game make a movie, this is clean af.",Before
Shooter,Overwatch 2,2019-11-03,rob existe genji i'm about to end this man whole career,Before
Shooter,Overwatch 2,2019-11-02,rob gigante pra caramba com balas destroadoras genji r1,Before
Shooter,Overwatch 2,2020-08-27,"eu me arrepio sempre, nao importa quantas vezes eu veja",Before
Shooter,Overwatch 2,2019-11-02,a cavalaria chegou kkkkk eu disse isso antes dela falar,Before
Shooter,Overwatch 2,2020-07-26,616 cada que escucho eso dudo de mi heterosexualidad xd,Before
Shooter,Overwatch 2,2022-02-12,los hroes nunca mueren overwatch a finales de 2019 ..xd,Before
Shooter,Overwatch 2,2019-11-01,123 ils ont quand mme prit la peine de rnover notredame,Before
Shooter,Overwatch 2,2020-05-05,clima a mei jaqueta de 5 camadas de policarbonato fodase,Before
Shooter,Overwatch 2,2019-11-09,llore cuando apareci genji pensando que nunca volvera...,Before
Shooter,Overwatch 2,2019-11-01,esto demuestra que el trabajo en equipo da frutos  llore,Before
Shooter,Overwatch 2,2020-03-30,does this mean overwatch is back? no avengers theme plays,Before
Shooter,Overwatch 2,2019-11-01,tira essa mercy da minha frente antes que eu pire de amor,Before
Shooter,Overwatch 2,2019-11-07,blizzard le pone un sueter a genji yo toma todo mi dinero,Before
Shooter,Overwatch 2,2019-11-04,"winston whats on your mind, mei? could you switch to orisa",Before
Shooter,Overwatch 2,2019-11-02,macaco vai morrer genji aparece locutor  jogada da partida,Before
Shooter,Overwatch 2,2019-11-02,tracer quase morrendo pelo rbo gengi ryjin no ken wo krae!,Before
Shooter,Overwatch 2,2019-11-02,estava com esperanas de ver o lucio gritando vamo eculaxar,Before
Shooter,Overwatch 2,2020-09-08,"blizzard tiene material para hacer series, no solo juegos.",Before
Shooter,Overwatch 2,2019-11-02,todos ahora nuevo juego sii yo yo vine por las cinematicas,Before
Shooter,Overwatch 2,2019-11-05,431 chri y a encore le voisin chelou qui court sur le toit,Before
Shooter,Overwatch 2,2019-11-05,rob ovo mata o winston genji o recalque bate em mim e volta,Before
Shooter,Overwatch 2,2019-11-02,nadie genji cuchillo a 1000 grados vs robot asesino gigante,Before
Shooter,Overwatch 2,2019-11-01,sin duda es la mejor cinemtica de la historia de overwtatch,Before
Shooter,Overwatch 2,2019-11-01,like 1 de posibilidad de que halla una pelicula de overwatch,Before
Shooter,Overwatch 2,2020-03-19,0706  l'expression et la direction du regard de brigitte lol,Before
Shooter,Overwatch 2,2019-11-01,eu t chorando igual chorei em we are overwatch!! quero srie!!,Before
Shooter,Overwatch 2,2020-05-26,432 este fue el momento en que se me puso la piel de gallina.,Before
Shooter,Overwatch 2,2019-11-06,526 traduction du titan eh oh ca va je vous gene pas trop ?!!,Before
Shooter,Overwatch 2,2019-11-01,faites un film overwatch et je prend des places de cin direct,Before
Shooter,Overwatch 2,2020-05-21,"does this mean overwatch is back? yes, but only these 8 of us.",Before
Shooter,Overwatch 2,2019-11-02,pena que eu no ouvi um hora de acertar as contas nesse trailer,Before
Shooter,Overwatch 2,2019-11-04,yo por fin tengo overwatch blizzardcreo que creare overwatch 2,Before
Shooter,Overwatch 2,2019-11-01,sa ma donn tellement de frissons mdr meilleure cinmatique ever,Before
Shooter,Overwatch 2,2020-02-10,incrvel como o winston nunca perdeu a esperana desse reencontro,Before
Shooter,Overwatch 2,2020-06-23,nadie winston le habla en espaol a tres tipos que hablan francs,Before
Shooter,Overwatch 2,2019-11-02,"genji a carry toute la team cest incroyable, quel boss srieux !",Before
Shooter,Overwatch 2,2019-11-02,sans exagrer cest la plus belle vido que jai vu de toute ma vie,Before
Shooter,Overwatch 2,2019-11-01,"a blizzard me mata do corao, que animao  essa?  emocionei todaaa",Before
Shooter,Overwatch 2,2020-10-30,momento pico 615 lo mejor lo e visto como 50 veces y no me canso,Before
Shooter,Overwatch 2,2020-12-23,lo vuelvo a ver en 2020 y los min 430 y 610 siguen siendo epicos,Before
Shooter,Overwatch 2,2021-11-02,2 ans plus tard cette cinmatique est toujours aussi incroyable !,Before
Shooter,Overwatch 2,2021-02-20,literally every second of screen time genji had was absolute fire,Before
Shooter,Overwatch 2,2019-11-01,"essa parte, essa pequena parte da minha vida, chamase, felicidade",Before
Shooter,Overwatch 2,2019-11-01,grande doblaje latino!! los actores de voz lo hicieron fenomenal!,Before
Shooter,Overwatch 2,2019-11-05,yo preparado para recibir la verguisa de mi ama 426 mi abuela 432,Before
Shooter,Overwatch 2,2019-11-01,genji i have to hide and lay low also genji ill disguise as myself,Before
Shooter,Overwatch 2,2019-11-16,cuando apareci genji ese fue el momento ms pico del mundooo lo ame,Before
Shooter,Overwatch 2,2020-02-18,714 nadie absolutamente nadie reinhardestoy congelado de conocerte,Before
Shooter,Overwatch 2,2019-11-01,heuuu c'est moi ou c'est un gorille ? le robot avec une moustache.,Before
Shooter,Overwatch 2,2020-01-25,genji aprs le combat genji angela...................i need healing,Before
Shooter,Overwatch 2,2019-11-01,the first recorded instance of overwatch players working as a team.,Before
Shooter,Overwatch 2,2019-11-01,"el doblaje es hermoso, aunque se extraa la voz original de winston.",Before
Shooter,Overwatch 2,2019-11-04,france  1 000 gilets jaunes  10 000 crs invasion robot  2 policiers,Before
Shooter,Overwatch 2,2019-11-27,mei uses wall to save team and not to annoy them everyone impossible,Before
Shooter,Overwatch 2,2020-05-23,french cop does this mean overwatch is back? winston no roll credits,Before
Shooter,Overwatch 2,2019-11-01,overwatch available on switch 2 weeks later overwatch 2 is announced,Before
Shooter,Overwatch 2,2019-12-13,memes do genji need healing genji desse vdeo need healing  o caralho,Before
Shooter,Overwatch 2,2020-11-29,"mercy how are we gonna stop this thing? winston mei, switch to sombra",Before
Shooter,Overwatch 2,2019-11-03,winston fica para salvar as pessoas genji e resto aparecem eu aaaaaaa,Before
Shooter,Overwatch 2,2019-11-09,nadie absolutamente nadie genji ryjin no ken wo krae! mi pito se para,Before
Shooter,Overwatch 2,2019-11-01,"estoy llorando  que cinemtica tan hermosa, gracias blizzard por esto!",Before
Shooter,Overwatch 2,2019-11-01,genji in clothes just proves that he's been naked for the past 5 years,Before
Shooter,Overwatch 2,2019-11-03,rob gigante dispara 3 tiros dos canhes absurdamente grandes genji no u,Before
Shooter,Overwatch 2,2019-11-01,mais faites un foutu overwatch cinematic universe au cin bordel  q !!!,Before
Shooter,Overwatch 2,2019-11-02,je suis le seul  trouver que echo est extrmement puissante et badass?!,Before
Shooter,Overwatch 2,2020-01-31,winston thinking he is finally going to get play of the game genji ults,Before
Shooter,Overwatch 2,2019-11-04,mccree say hi to the monkey for me echo  hello winston d aww she did it,Before
Shooter,Overwatch 2,2019-12-31,genji en la cinemtica salva al equipo. genji en el juego i need healing,Before
Shooter,Overwatch 2,2021-12-08,ya pasaron dos aos de esta animacin y aun se me pone la piel de gallina,Before
Shooter,Overwatch 2,2022-07-18,vindolo de nuevo en 2022 y an me emocionan estas escenas 432 y 616 pico,Before
Shooter,Overwatch 2,2019-11-02,jai jamais jou  overwatch mais javoue la cinmatique elle est incroyable,Before
Shooter,Overwatch 2,2019-11-01,toujours autant de frissons et d'motion sur les cinmatiques overwatch !,Before
Shooter,Overwatch 2,2020-07-18,mercy how are we going to stop this thing echo adaptive circuits engaged,Before
Shooter,Overwatch 2,2019-11-04,qualquer momento a mei vou usar uma puta blusa de frio em qualquer clima,Before
Shooter,Overwatch 2,2019-11-01,que vingadores oq mermo esse overwatch assemble foi do kct aaaaaaaaaaaaa,Before
Shooter,Overwatch 2,2019-11-01,enorme j ai eu les poils merci blizzard pour vos cinmatiques magnifiques,Before
Shooter,Overwatch 2,2019-11-03,genji em todas as situaes hihihi salvei o dia todos meu deus ele  incrvel,Before
Shooter,Overwatch 2,2021-06-30,515 essa cena me faz abrir um sorriso no rosto de uma forma to incrvel...,Before
Shooter,Overwatch 2,2019-11-01,espero que overwatch 2 est en descuento para quienes compraron el primero,Before
Shooter,Overwatch 2,2019-11-04,le ice to meet you ! traduis en brisons la glace ! c'est juste un gros gg,Before
Shooter,Overwatch 2,2019-11-02,fans deberan hacer una serie de overwatch blizzard presentamos overwatch 2,Before
Shooter,Overwatch 2,2020-07-09,imagine how different this would turn out if tracers recall was on cooldown,Before
Shooter,Overwatch 2,2019-11-02,eu quanto tempo de vida eu tenho doutor? doutor 8minutos e 5segundos eu agr,Before
Shooter,Overwatch 2,2019-11-04,pessoas normais no comentrio 1 falando sobre o vdeo restante 99 genji genji,Before
Shooter,Overwatch 2,2020-02-13,"735 i like how genji's just chilling and brigitte's like  strike a pose, man",Before
Shooter,Overwatch 2,2019-11-02,highly armed and indestructible omnic  lmao yall dead one cyber boi  q and e,Before
Shooter,Overwatch 2,2019-11-01,blizzard lana overwatch no switch eu oba blizzard lana overwatch 2 eu ah bom,Before
Shooter,Overwatch 2,2019-11-01,genji a tu izquierda. suena la msica de la escena de los portales en endgame,Before
Shooter,Overwatch 2,2019-11-04,la seule chose que jai retenu dans se trailer genji en mode assassin s creed,Before
Shooter,Overwatch 2,2021-05-06,"je m'en lasse pas de cette cinmatique,  chaque fois, c'est frissons garantis",Before
Shooter,Overwatch 2,2020-05-07,everyone acts cool genji wears own merch like a youtuber trying to make money,Before
Shooter,Overwatch 2,2019-11-01,cuando winston salta del avin sin paracadas el capnot que copiastes mi estilo,Before
Shooter,Overwatch 2,2019-11-04,714 el juego de palabras es en ingles nice to meet you ice to meet you hahaha,Before
Shooter,Overwatch 2,2019-11-02,"overwatch esta de vuelta? si estamos de vuelta ok quedan arrrestados bello ,3",Before
Shooter,Overwatch 2,2019-11-01,i was so afraid winston was gonna say oui when she asked if overwatch was back,Before
Shooter,Overwatch 2,2019-11-01,ai essa vozinha da tracer br. amo essa dublagem br. winston macaco louco. kkkk,Before
Shooter,Overwatch 2,2020-07-19,genji could've taken that massive robot himself but his deflect was on cooldown,Before
Shooter,Overwatch 2,2019-11-01,pharah im a good pocket for mercy echo im about to end this womans whole career,Before
Shooter,Overwatch 2,2019-11-03,incrvel como a frase sinta o peso do martelo se encaixa em qualquer situao kkkk,Before
Shooter,Overwatch 2,2019-11-02,tracer e essa  a mei rein vc sabe quebrar o gelo ha ha brig a nao todo dia isso,Before
Shooter,Overwatch 2,2020-08-16,615 quando vc  jogador de overwatch e cozinha um bife pela primeira vez na vida,Before
Shooter,Overwatch 2,2019-11-04,soy el unico que repitio la parte en la que genji salva a tracer como 80 veces?,Before
Shooter,Overwatch 2,2022-08-22,je la visionne des milliers de fois cette vido et j'en ai toujours des frissons,Before
Shooter,Overwatch 2,2019-12-20,does this mean overwatch is back? yes. yes we are! then you're all under arrest.,Before
Shooter,Overwatch 2,2019-11-04,zero hour. aka winston forgets he has a barrier projector for a whole 8 minutes.,Before
Shooter,Overwatch 2,2020-03-25,imagine how awkward it would have been if genji hadn't deflected the laser shots,Before
Shooter,Overwatch 2,2019-11-02,escrevi a mesma coisa nos comentrios do vdeo do cooruja pqp como no tem um filme,Before
Shooter,Overwatch 2,2019-11-03,ningum literalmente ningum nenhuma pessoa no mundo todo genji vo corta fodasekkk,Before
Shooter,Overwatch 2,2020-04-24,jugadores arreglen el sistema de emparejamiento blizzard que saquemos el 2 dicen,Before
Shooter,Overwatch 2,2020-11-02,il y a pas a dire ! les cinmatiques overwatch c'est quelques chose ! juste gnial,Before
Shooter,Overwatch 2,2020-05-11,"i love how rein was out of the battle until his ult was ready, sounds about right",Before
Shooter,Overwatch 2,2019-11-02,"pq o setor nulo decidiu atacar, wilo?  pq a blizz precisa de mais grana, treici...",Before
Shooter,Overwatch 2,2021-02-02,as a genji main i can approve this is how we feel when we get one kill with our ult,Before
Shooter,Overwatch 2,2020-07-03,cop does this mean overwatch is back? winston no cop understandable have a nice day,Before
Shooter,Overwatch 2,2019-11-01,533 pensar que en el juego el escudo de briggite se rompe hasta cuando lo miras feo,Before
Shooter,Overwatch 2,2019-11-16,que parte te gusto mas reinhardt like genji comenta el perro culaso de tracer ambos,Before
Shooter,Overwatch 2,2020-06-19,genji has the ability to slice down the robot like butter every one lets make a bomb,Before
Shooter,Overwatch 2,2020-02-23,443 notcias ninja do acre manda laser no rob depois de fazer desafio da espada 1000c,Before
Shooter,Overwatch 2,2019-11-01,do we have enough people for this mission? my question after 5 minutes into the game.,Before
Shooter,Overwatch 2,2020-01-11,but now i wanna talk about how genji couldve just totally destroyed the robot himself,Before
Shooter,Overwatch 2,2019-11-01,"how are we going to stop this thing? i don't know, genji kind of looks like he has it.",Before
Shooter,Overwatch 2,2019-11-24,imaginen si aparecia mccree diciendo es la hora de la verdad y se los chingaba a todos,Before
Shooter,Overwatch 2,2020-03-16,712 the best part of this short is reins face realizing there is a dad joke to be made.,Before
Shooter,Overwatch 2,2019-11-01,"j'en ai pleur, merci blizzard pour ce que vous nous avez apport  travers ce jeu sublime",Before
Shooter,Overwatch 2,2019-11-01,overwatch est de retour ca ma donn des frissons edit  merci beaucoup pour les 321 likes,Before
Shooter,Overwatch 2,2019-11-02,"eu todo emocionado pela fucking luta gengi ult meu corao pera l perceiro, d uma segurada",Before
Shooter,Overwatch 2,2019-11-02,tracer v a mo do rob indo agarrar ela genji im about to do whats called a pro gamer move,Before
Shooter,Overwatch 2,2019-11-02,"se imaginan que despus de la salida de overwatch 2, saquen una pelcula o sera increble!!",Before
Shooter,Overwatch 2,2021-05-29,temos que admitir a blizzard pode no ser uma grande empresa mais ela tem animaes incrveis,Before
Shooter,Overwatch 2,2020-11-22,458 por alguna razon esta parte se me hace tan epica que siempre lloro cuando la veo xddd,Before
Shooter,Overwatch 2,2019-11-03,"vou fazer uma pergunta simples, que  a seguinte pq ainda no fizeram um filme!? aaaaaahhhhh",Before
Shooter,Overwatch 2,2019-11-01,paris forte probabilit d'explosion j'aurais jamais pu rsumer paris actuel mieux que tracer,Before
Shooter,Overwatch 2,2019-11-02,"disgraa de blizzard, me fazendo chorar com vdeo de joguinho, oq eu to fazendo da minha vida",Before
Shooter,Overwatch 2,2019-11-01,mei do we have enough people for this mission? me in competitive when half of my team leaves,Before
Shooter,Overwatch 2,2019-11-01,"a blizzard s no faz um filmesrie do overwatch porque no quer, olha essa qualidade de animao.",Before
Shooter,Overwatch 2,2020-04-29,cosa que los fans no pidieron overwatch 2 cosa que los fans si pidieron overwatch the movie.,Before
Shooter,Overwatch 2,2019-11-01,442 ce plan avec la lame de genji encore fumante va tre  lorigine de beaucoup de fond dcrans,Before
Shooter,Overwatch 2,2019-11-02,"congelado en conocerte!! ice to meet you!! definitvamente, ese chiste queda mejor en ingls xd",Before
Shooter,Overwatch 2,2019-11-03,"me cague de risa cuando brig y rein juntaron escudos jaja me imagino rein3000 escudo, brig200",Before
Shooter,Overwatch 2,2019-11-19,"mei winston, on va tre assez pour cette mission? winston we need another tank and two healers",Before
Shooter,Overwatch 2,2019-11-01,534 imaginez ont pourrais fusionner les bouclier 601 et les ulti  jai trop d motions d un coup,Before
Shooter,Overwatch 2,2021-05-13,how are we going to stop this thing? distant sound of rip tyre revving and big fat man laughing,Before
Shooter,Overwatch 2,2019-11-01,omg 615 ce ryujin no ken wo kurae me donne des frissons a chaque fois c'est tellement epique tt,Before
Shooter,Overwatch 2,2019-11-03,617 meilleur scne perso avec se plan de tracer qui tombe whoua je sens que se jeux va tre gnial,Before
Shooter,Overwatch 2,2019-11-01,cest dj la 20e fois que je regarde et je kiffe toujours autant surtout genji il est trop badass,Before
Shooter,Overwatch 2,2020-02-06,mercy how are we going to stop this thing?! genji im going to do what is called a pro gamer move,Before
Shooter,Overwatch 2,2019-11-01,genji was just on standby for the whole time waiting to use his ult in a perfect moment for potg,Before
Shooter,Overwatch 2,2021-08-26,j vi esse trailer 555 mil vezes e mesmo assim sabendo de cor o que acontece eu sempre me arrepio,Before
Shooter,Overwatch 2,2019-11-02,un film officiel sa serait mieux nan ? qui pourrait passer au cin ? en plus sa pourrait tre cool,Before
Shooter,Overwatch 2,2020-11-17,genji in cinematic deflects full on heated fire blasts genji in game rocks are too big to deflect,Before
Shooter,Overwatch 2,2019-11-02,"a chegada triunfal do genji, reinhardt e brigitte com essa msica chega de arrepiar os pelo do cu.",Before
Shooter,Overwatch 2,2019-11-02,nobody absolutely nobody reinhardt to mei ice to meet you. rein just dropped down a big dad joke.,Before
Shooter,Overwatch 2,2019-11-06,"oficial monsieur significa que overwatch, est de vuelta? winston lo que se ve no se pregunta mija",Before
Shooter,Overwatch 2,2021-11-26,seeing how good and successful arcane is just makes me want an overwatch animated series even more,Before
Shooter,Overwatch 2,2019-11-02,police does this mean overwatch is back? winston yes police ok then i have to take you all to jail,Before
Shooter,Overwatch 2,2019-11-04,quando a mercy desceu e falou pra mei vamos colocar voc de volta na luta....deu at um arrepio kkkk,Before
Shooter,Overwatch 2,2019-11-01,chiste de reinhardt en ingls  ice to meet you. chiste de reinhardt espaol  congelado en conocerte.,Before
Shooter,Overwatch 2,2019-11-01,"trailer comienza nick fury surgio una idea ,de buscar y reunir un grupo de personas exepcionales..",Before
Shooter,Overwatch 2,2019-11-05,parlons du fait que je ne joue mme pas a overwatch et que jai des frissons en regardant ce trailer,Before
Shooter,Overwatch 2,2022-07-16,"mano essa volta da mercy significa muito pra quem foi f da dubladora br dela, eu fiquei emocionada.",Before
Shooter,Overwatch 2,2020-01-05,"how are we going to beat him? honestly, just let genji handle it, he seems able to cut it in half...",Before
Shooter,Overwatch 2,2020-07-03,mercy how are we going to stop this thing? mccree in space it's higgggggggggggggggggggggggggggggh...,Before
Shooter,Overwatch 2,2019-11-01,moi  a veut dire que genji va revenir dans la meta? jeff  alors euh sinon on a fait un mode pve aussi,Before
Shooter,Overwatch 2,2019-11-01,waaaaaa thhee fukkkkk meilleur cinmatic tous de bien jaime  genji je laime il est styl dans tous point,Before
Shooter,Overwatch 2,2020-03-30,in the shorts mei is not a great soldier but she tries her best in the game your god has arrived mortal,Before
Shooter,Overwatch 2,2019-11-04,"eu chorei e no foi pouco, eu amo demais overwatch. foi um melhores jogos com melhor histria.  perfeito.",Before
Shooter,Overwatch 2,2022-10-01,cuando una cinemtica de 8 minutos es mejor que una pelcula de dos horas ...... los hroes nunca mueren !,Before
Shooter,Overwatch 2,2019-11-01,se a blizzard fizesse uma parceria com a netflix ia ganhar mais. porque eles tm muito talento em animao.,Before
Shooter,Overwatch 2,2020-05-28,"todos diciendo lo geniales q se ven en la animacin yo que carajos mei , no tienes calor con ese abrigo ?",Before
Shooter,Overwatch 2,2019-11-01,o rein falando rpido pra krl pq em ingls ele manda s o hammer down! kkkkkkk parabns cara essa foi de fude,Before
Shooter,Overwatch 2,2019-11-01,"n'empche en france dans ow, les omniacs portent la moustache et a par contre c'est la classe et le respect",Before
Shooter,Overwatch 2,2020-03-19,bring me genji. regular genji the real genji. sparrow genji i said the real genji!! hoodie genji perfection.,Before
Shooter,Overwatch 2,2020-08-26,el compositor de la msica fue un tremendo genio al expresar tantas emociones junto con lo visual y el momento,Before
Shooter,Overwatch 2,2019-11-02,pic games saca el captulo 2 de fortnite  blizzar saca overwatch 2  disney creo que comprar las compaas ahora.,Before
Shooter,Overwatch 2,2019-11-01,como um sbio j disse  mulekeee arrepiou at o ku do meu nus as animaes de overzinho so muito fodas meu deuzzzzz,Before
