Username,Date,Score %,Review
KuriousJorj,2025-02-03,30,"Boring AF. Stuffed full of trivial minutia busywork, long-winded NPC blathering, with the occasional clunky combat spinkled in here and there. So glad I didn't pay for this overrated garbage."
emielpiola,2025-02-02,100,"I played this game in January 2025, and it's truly spectacular. Addicting gameplay, complete and diverse mechanics between being a cyber samurai, a shooter or a hacker, wonderful open world with great visuals and immersive cyberpunk futuristic **** narrative is amazing, and so are the characters. V is great (I played with male V) but Johnny Silverhand is just one of the, if not the most, greatest video games characters of all times. And I am not exaggerating when saying this is, in fact, Keanu Reaves best performance yet. And Panam... what to say about her... Simply the best romance in video games history, extremely relevant to V's arc, the plot in general and author of the best ending possible.Soundtrack is amazing. DLC is fantastic (Idris Elba as Solomon Reed and Songbird are spectacular)It's definitely a 10/10 game. I know it had a lot of issues when it launched, but now it's a perfect game. A jewell from CD Project Red that leaves me with a lote of hope and enthusiasm for The Witcher 4, The Witcher Remake and of course, Cyberpunk sequel."
TarquiF,2025-02-01,90,"Played the full version 2025. This was an awesome experience. Everything is fun, everything is well crafted and mechanics are really well implemented. RPG system was flawless. Story wise... there are some lose ends, but nothing too wrong, also there were some minor bugs related with physics but nothing out of the ones that make you laugh."
BumpkinSTABBY,2025-01-31,100,"this game has so many bugs it made me question my own pc. but even with all the bugs and glitches, this is as good as it gets for open world games."
KirianBat,2025-01-28,60,Decent game. Graphics have its highlights but especially the NPCs look and behave horrible. Gungame is just decent and the preset settings are just bad. Didn’t like the boss fights as they were just annoyingly long but not hard oder challenging…
NSWNSW,2025-01-28,80,"SO to keep it short and sweet. Bought the game in March of 2021, such a hot mess, uninstall within two days. Blur/digital pixels ahead to Decemeber 2024. YES, YES, more please. This is the game I wanted, it's great, fun game play, fun dialogs, indepth characters and more. It still has it's issues, but its at bare minimal and it's more to my taste and wants versus overall game play. Graphics are beautiful. In a way, it followed V time line, game was close to dying, but it found its life line. Save the day"
K7Sniper,2025-01-27,90,"Definitely one of the best revival stories in gaming. What started out as a glitched mess has turned into probably one of the best FPS RPGs out today. They legit fixed almost every technical issue the game had, and added some good content to the game. Worth **** if you haven't gotten it et."
MKULTR4,2025-01-27,80,"Very good visuals, the world/universe is very interesting and has so much potential for future projects. Unfortunately the base game even with all the updates (2.2) still feels like it was rushed and was half baked even more when compared to Phantom Liberty which feels like a different game."
S0lnyx,2025-01-25,100,"A gorgeous game with a well-developed universe that really draws you in. Cyberpunk is not just a game about killing and going on missions, it is a game about the importance of choice, about building relationships with other characters and thereby creating your own history of not just becoming legend of Night City, and also developing V's story and his future, lifepath. It is an honor for me that I was able to allow myself to touch such a masterpiece from an equally wonderful studio with an amazing game director. ""Would you rather live in peace as Mr. Nobody, die ripe, old and smelling slightly of urine? Or go down for all times in a blaze of glory, smelling near like posies, without seeing your thirtieth?"""
Erbzz,2025-01-25,100,They really turned this game around from the bad launch. Props to cdpr. It has become a favorite of mine. 10 out of 10
KawaiOmega69,2025-01-21,100,"This game is truly an Experience. I can't even use words how much I love that masterpiece. I may sound like a fanatic, but in my opinion literally everything is perfect about this game, story, mechanics, story telling, development, world building, every characters and building. This game has something inside that just makes me stay in Night City for long long hours. Every game I play I usually Abandon it after finishing main story or spending some time but in Cyberpunk 2077 I just want to stay there, I just want to play even for the 10th time and Experience this art once again."
bazukarecep,2025-01-21,90,Oyun hatalarından arındırılmış yapay zeka hareketleri ve rol yapma kısmı çok iyi olmasa da oyun çok güzel. Oyunun en iyi rol yapma kısmı sonda bulunuyor.
Nightscape_,2025-01-17,60,"Had to give 2077 a 6/10 due to it's lack of optimization - but the world and story is engaging. Worth a pirate, not a purchase. The bugs, glitches, and crashes made the game feel like a labor of greed rather than a labor of love. It's why I waited until 2025 to try the game as I heard how bad it was at launch. It is still a hot mess, but playable, just save often."
Harinka16,2025-01-16,100,"I created an account just to rate this incredible game, which has quickly become one of my all-time favorites. I came in with low expectations, but it has pleasantly surprised me in nearly every aspect. I absolutely love this game."
VincentValen,2025-01-15,90,"Horrible first year. I had pre ordered and decided to not get a refund no regrets. I just waited for it to be ready,. Cyberpunk turned out to be an amazing game, it just took time. Hopefully this is a lesson to all companies to not rush a product. Make sure it is ready. Cyberpunk is a top 15 game all time for me. It might be a top 10, somewhere in between. It's absolutely worth every dollar. There's a lot of great content, characters and stories. I hope they release another game!"
obrunu,2025-01-14,90,"1 - Simplesmente um dos melhores jogos que já joguei na minha vida, não em questão técnica, o jogo tem muitos problemas no PS5, porém em questão de gameplay, diversão, história e construção de mundo, é incrível, você tem diversas maneiras de jogar e de seguir sua história. 2 - Problemas que encontrei durante minha jogatina: tenho 150h no game e o jogo crashou diversas vezes, umas 5 no mínimo, tem alguns bugs também de veículos e NPCs entrando no chão, mas o jogo é tão divertido que não chegou a me incomodar sinceramente, mas os bugs estão lá mesmo que sejam poucos, são notáveis. 3 - A DLC Phantom Liberty é incrível, adiciona muita coisa ao jogo e você percebe o carinho que tiveram no desenvolvimento. Eu definitivamente recomendo o game, é uma experiência única"
vinnie024,2025-01-14,30,"The story is short and depressing, it didn't satisfy me at all. The gameplay gets boring after a while, and the feeling of impact is terrible. It built up so much expectation and failed to deliver on any of it. I played it in the beginning, and I let it go back then because it was full of bugs, but nothing has changed. The game is still trash, in my opinion. Its open world feels extremely lifeless, with just NPCs and cars that spawn for no reason."
lgan123,2025-01-13,100,"I'M CHIPPING IN, Cyberpunk is the future of gaming, this is the ultimate game I have been looking for my entire life. The Night City, The Storyline, THIS GAME IS AN ABSOLUTE MASTERPIECE"
TheWarriorMan,2025-01-11,100,"I recognize that the game has numerous bugs and issues, but it remains a fantastic experience due to its solid mechanics and compelling story. I genuinely enjoyed playing it, and it's impressive that a game set in 2077 can be so engaging! However, I do take issue with the jokes made about our creator, Jesus Christ."
Porx11,2025-01-08,100,"Story, gameplay, graphics, atmosphere. Everything in this game is perfect, literally everything. This is a masterpiece!"
DasEichenlaub,2025-01-06,70,"Playing in 2025... Starting with the bad: Open world is small, since it seems like one can't really create an urban open world or modern open world that feels real, maybe don't try. Night city is tiny and there's no traffic jams. Glitches, hats don't work properly. Encountered one weird stretching glitch when a body was dismembered. They still need to proof read the text, I teach English to migrants and refugees and their writing is often more comprehensible than texts I have encountered in game. Guns, don't use them in your game if you don't know how they work. They put too much effort into making the guns gamey. Shoulda made the combat much more deadly instead of sending more bullet sponges at you. Guns, cyberwear, perks all involve too much incremental change and or differences between options. Vehicles handle ridiculously and defy physics. Makes me wonder if the devs even drive. You can't really defy or rage against the dystopia and even if you did there wouldn't be any consequences. I keep accidentally hurting civvies and the cops hardly care and when they do they quickly forget. The good Graphics Voice acting, characters, story and art. They really convey the horror of a multicultural degenerate anarchocapitalist hell with the gross ads and prostitution simulation. At the smaller scale the environments, individual building interiors, are well designed to allow for multiple play styles and feel more or less realistic besides too many indestructible windows. Conclusion"
Avseq01,2025-01-04,90,"One of the best of its kind. This game is very good at taking you from your chair to night city. very immersive, very cinematic, sometimes kinda boring but overall its an unforgettable experience"
Rubyrouselim,2025-01-02,80,"Based on 2024 latest patch,my whole playtrough 95%free of bugs,the futuristic city is cramped with small little detail everywhere,especially most indoor area have a very detailed futuristic/complicated led lights/design(too ambitious no wonder game launch was disastrous)Smooth/fun Gunplay,most of the main story heist/mission was really good/epic,overall game structure feels like playing Gta/witcher3 with wide variety of moderately fun sidequest"
basic12345,2024-12-31,80,Not as good as promised. The game was launched when it was not finished. The delelopers try since then to finish the game with patches but it still feels a little bit unfinished.
0235,2024-12-29,20,"I am not your ""Bro"", especially when the first time i try to launch the game nothing happens, the second time it plays an advert for The Witcher 4, and the 3rd time it tries to get me to download AMD software. 4th attempt at finally getting in it calls me their own made up slang version of ""bro"" on a legal document. One of the worst most **** launches in the past 5 years, and doing nothing to redeem themselves."
mielozdmin,2024-12-28,100,[SPOILER ALERT: This review contains spoilers.]
Diamondhorne,2024-12-24,100,[SPOILER ALERT: This review contains spoilers.]
pixeru,2024-12-22,100,"Best game ever, I mainly loves the vibes. Besides that, characters and combat mechanics are 10/10 if not 9/10."
Kaczorro28,2024-12-21,100,"Best game ever, period. The graphics, actors, plot, it is just insane what this game is capable of."
DarkMadison,2024-12-21,100,"Absolute masterpiece with one of the best plots in videogames. Even thought the launch was a pure mess, the developers fixed many annoying issues. Visually stunning with engaging gameplay, top notch music, and memorable characters. Cant wait for the release of Witcher 4."
eblk,2024-11-09,50,"""A visually stunning RPG with deep lore, action-packed gameplay, and style!"""
callen55047,2024-12-17,60,"A perfect example of quantity over quality. The game is visually appealing, and tries to do so many different things. But the story telling and main character lines were so bad that its hard to find reasons to come back and play it. I played it with the path-tracing mode on PC and the developers deserve some serious recognition for what they accomplished! But this game took me over a year to finally finish. I found that I was desperately trying to skip every bit of dialog just to get back out and explore the world. But then the world didn't have very much charisma or charm, and was generally buggy. I would hit a barricade while driving (vehicle handling is aweful) and if I was within 10 feet of a police officer, they would freak out and attack me with full force. The experience of driving around the city ended up becoming annoying and frustrating. If you have a path-tracing capable PC, I would recommend picking it up on a sale and playing it to experience what truly incredible lighting looks like. But I don't recommend this game in any other form."
hellorty,2024-12-17,30,"One of the most boring games ever created. They put so much effort into the hype, and keep upgrading graphics, but in a nutshell, the game has extremely weak and outdated mechanics, even Fallout 3 still feels fresher than that. It's like a regular polish shooter with cheap cyberpunk skins and designs made by some scholars, despite all their hard work on improving Ray Tracing stuff, etc. I waited for it for years and pre-bought it, and simply couldn't believe how bad everything was when launched it first and tried to have fun for 10-15 hours, then gave it another try one year later and the game was still bad af but with better graphics. Feels like a complete scam."
