Username,Score %,Review
redsuns,0,many bugs ignored and left unfix for months. Overpriced dlcs that can buy a full game. Wind has changed for CA. Spend your time and money elsewhere.
Keelanv10,0,"The bugs in this game are atrocious, the dlc pricing is exploitative, the the developers hate their customers. Take it from someone with hundreds of hours of playtime in the previous games, don’t give this greedy leech of a company any of your hard earned dollars"
Arkess,30,"Awful experience compared to TTW2. After more than year it feels like a beta or the Early Access. The game developers are definitely not the same who designed the brilliant tomb kings and vampire coast. While playing the same faction in TWW3, you can get more broken mechanics and much more boring gameplay as it was."
Cinecz,10,"Game itself is not that but but the support of it is abysmal, paid DLCs are broken (Alariel and Nakai) and do not recieve bugfixes. Do not recomend"
Andrudis,10,The worst of all Total War games... looks like devs are more interested in playing politics than in making good game...
angmarec,80,"On the start game was not really finished, and campaign is boring, but Immortal Empires campaign is great. Still need some work, and many races need updates, but now game is great"
Valent1,70,Très bon jeu de stratégie avec des combats et un mode campagne bien réalisés. J'enlève -1 pour la note car il y avait d'énormes problèmes d'optimisation au début mais il n'y en a plus beaucoup malgré des latences et des pertes de connexion à certains moments notamment pour les campagnes en coop.
Deatheagle,40,The Game offers epic battles with many races and a beautiful lore. I love how the Studio is trying to make the best out of this Game and continues to listen to the Community. As a Slaaneshi Player i am very pleased with Most of the Units. As a Suggestion it would be very nice if you could buff Chosen of Slaanesh because they feel very weak and disapointing. I know you are doing ur best guys keep on the good work!
ttrueno,0,"I just bought it to play with Vampire Counts, and was just after buying it that I realize that you only can play with that faction if you own WH1 and WH2 with all their DLC, what a way to scam their costumers"
chellicklida,0,"игры вне политики, мудилы They stopped supporting the Russian language."
Sushpanzer,0,"I would like to put aside political issues, which in principle should not exist in the gaming industry, so I will speak dryly and to the point. When any software developer, before selling a product, declares any product features and receives money for this product upon sale, he undertakes to provide the promised functionality. When the functionality is declared, the product is released, sold, but stops working after the sale - this is a scam. This is theft. The game was announced support for the Russian language. People bought this product on pre-orders. After 2 years, the Russian language is cut out of the game. This is theft. This is rudeness. Do not preorder from these companies. They will steal your money and wipe their feet on you. They are thieves."
Loki696,0,"Russian has always been a positive attitude towards this game, but what happened shocked me, Creative Assembly stopped supporting the Russian language a week before the release of the new DLC, it's just outrageous, such an attitude towards the consumer and the Russian community of the game is extremely upsetting, if it was done for political reasons, then it's disgusting. I believe that games should be outside politics and I will remind all Russophobes that for many Ukrainians Russian is their native language, and there is no purely Ukrainian language in the game, so this act is inappropriate and stupid in any case."
ber_aleks,10,No politics in games! Stop denigrating the Russian people and their language!
ViniPuh,10,They stopped supporting the Russian language. Harassment of Russian-speaking players.
Jblitz,100,"The games have been patched very well now; I love it so much. Super addictive, and there have been so many small but noteworthy additions that work. Like sieges now cause attrition. If a rival nation lord is parading your lands, you can threaten war if they don’t leave pronto. The new factions are great. The sieges with supplies introduced a more protected asymmetric warfare for even more trickery with the defending army."
