Video Title,Video ID,Author,Comment,Likes
I Have 100 Days to Beat ARK Survival Evolved Hardcore!,SCqMA0NcA30,@Hockey-lover-c6u,How do you get to hatch a dinosaur? It didn’t work for me.,0
I Have 100 Days to Beat ARK Survival Evolved Hardcore!,SCqMA0NcA30,@Hockey-lover-c6u,How do you get to hatch a dinosaur? It didn’t work for me.,0
I Have 100 Days to Beat ARK Survival Evolved Hardcore!,SCqMA0NcA30,@broshoney996,"Big fan of your  i love your gameplay and your commentry in the  game i like your way how to  explain everything its easy to remember this tactic for the game how to play ark ...thank you 
But i am not the pc player so i use this tactic for my mobile but its ok ! So thnx  a lot....❤
And i dont have to buy your membership coz i dont have money so sorry 😢 but i subscribe your channel ❤",0
I Have 100 Days to Beat ARK Survival Evolved Hardcore!,SCqMA0NcA30,@Marias.Icerunner,6:16 that actually looked like the tech Paras actually paralyzed you xD,0
I Have 100 Days to Beat ARK Survival Evolved Hardcore!,SCqMA0NcA30,@stevebubba224,Bro I just downloaded this today wtf,0
I Have 100 Days to Beat ARK Survival Evolved Hardcore!,SCqMA0NcA30,@Fabius11k,amazing video! loved the watch even though I haven't played ark in years! :D,1
I Have 100 Days to Beat ARK Survival Evolved Hardcore!,SCqMA0NcA30,@fish_169,why the flash bang at the start - 0:47,1
I Have 100 Days to Beat ARK Survival Evolved Hardcore!,SCqMA0NcA30,@country5411,You and Lachlan should do a reunion ark series,2
I Have 100 Days to Beat ARK Survival Evolved Hardcore!,SCqMA0NcA30,@TobiEdits1-1,Hi,1
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@Syntac,"Finally got one!
10% Off ARK Servers with Code: Syntac https://nitra.do/Syntac
Become a Patron https://www.patreon.com/SyntacGaming
Series Playlist ➜ https://www.youtube.com/playlist?list=PLK9-Z4-5XklgtBGv2bjnqGyg9zlbk4KEG",10
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@CruzSalter-if7ee,What mod are you using that allows your dinos to be placed in those orbs?,0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@pigeonninja,"Because I must:
*tips fedora* M'guana",0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@Trixx-tb3xo,"The species of lizard called ""Draco"" is a type of flying lizard that has those big skin flaps on the side just like the maeguana im pretty sure its based off those and they are indeed a real animal that can glide using the big flaps of skin under thier arms, its super neat!",0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@Heisei_King_Burning_Titan_Goat,"16:12 it looks like it’s inspired by the Draco Lizards, which IRL lizards that can glide through the air",0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@xduram,Jesus lizard basalisk lizard,0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@bretwoods5594,What Dino storage are you using?,0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@renem3816,Looks like a winged basilisk,0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@steelas481,trying to hit the snap points while mounted makes it so much harder🤦‍♂,0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@ChrisSegre-Lewis-jf4pn,name it maefuana,0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@Trrat_,They are so like the Maewing to the point when harvesting them i legit was getting pelt,0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@brendanmcgonnigle4130,Can you not just use billboards,0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@johnlks563,Bro i live in korinthos lol😂,1
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@juliajabonksa8753,GET THE UNICORN!!!,0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@alimgraham8449,Looking for baby tames=oversized kids on Easter egg hunt 😂💯,0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@Ontaros1,"Syntac, been having a LOT of crashing issues, have you heard anything that might solve the issue? You seem to be able to play RELATIVELY uninterupted so I thought I'd ask.",0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@kennyclark9614,Mutate it pink and call it Caddy.,0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@mynamejeff4883,"Dude, I added that magna gecko mod to my run and holy crap is that thing useful.  I literally never even consider the tail function, but the fact that not only does it reduce the weight on absolutely EVERYTHING that it holds, like severely, it can also automatically just move things you are collecting from your inventory to it's own without you having to do anything.  It seriously feels like cheating though.  It might be a bit too op.",0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@axelbushie5774,I mean like. If you don't want Microraptors to spawn. Can't you just disable them? Aswell as Perlovia? Just saying unless thats too much hassle for server setting wise,0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@koriinezuma9626,"Green and purple come to my mind with this flying lizard. I think that would look awesome. And for your horse, I keep seeing ""Princess"" as its name. Even if its a male, something about ""Princess"" is stuck with that horse. Anyway, I love the video! Have a great day!",0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@pod1767,Im loving how the map looks cant wait for the full version of it 😮❤,0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@axolotl-bowl,it looks like it is based off a marine iguana and a draco lizard,1
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@Ultimate_Elixir9,"Bro, get the wooden billboards place one as above It's neck then place the other one as close as you can to the body at the other side (butt side) and then he can't move when he runs, at least it worked in ase",0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@ani-where,I use rare flowers to level dinos up,0
I Tamed My First Maeguana! | ARK Astraeos [E4],VLGYUuMjvgk,@saxnter349,Anyone know the mod he uses for the Dino balls? Thanks in advance,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@SIMPLYAMAZINGYT,Make sure to check out my Beginners Guide Series Playlist for more beginner guide videos! I upload new tip videos every week! Watch them here!: https://youtube.com/playlist?list=PLLAv-vRN3-tB_66IaDty5YbtuaybcA9S8,71
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@Misteralb326,How to eat im dying everytime dude,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@Levente-b2s,On xbox what botton can you give te dino berrys,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@GeorgeMorales-jj7hw,How do you get the arrow on the map? Mines empty.,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@Ali-dd1ty,How do you get the pteranodon saddle bc i cant seem to find it on mine also im only level 30,1
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@michaelbrown2045,Thank you that advice helped a lot. I didn’t die 100 times in a row a second time I would’ve never figured out that double click thing thank you.,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@bumblee33,Thanks so much! I love how you started from the beginning and didn't cut anything out. This definitely helped me,1
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@michaelbrown2045,It doesn’t matter I uninstalled the fucking game. I’m tired of this bullshit.,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@michaelbrown2045,It won’t even show me how to access the hot bar. I don’t know how to do that.,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@michaelbrown2045,I can’t even get shit on the fucking hot bar. I keep killing myself by punching shit. What the fuck how the hell am I dying after they throwing 10 punches,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@Goofy-ai-goofy,Bro I always have a good time then boom I get attacked,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@anthonynizetic13,Well todays gona be my first minute of playing this game ....,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@dracothegamerbro8913,You qre the goat,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@Ara-..,"Wild getting back to beginners guides 😭 got it when it released, havent played for god idk, 6-5 years probably, fully forgotten how to play haha",0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@zbsahil,You helped me so much thx🎉,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@Sandeepkumarnagula,This is the best guide I need because I’m not good at,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@seanrafferty6752,Chitin. It is pronounced K-A-I-T-I-N,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@SweetXoXMira,"At the time that i have this much arrows he used at 7:13, I got already mauled by 5 compys, 2 Raptors and 1 Spino...
edit: Yeas in the ""easy"" spawn zone.",0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@Altiuus,"I died like 15th time in 12 days, i need help.",0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@KNAFHLCJPT7A8EU3,0:01 Yes.,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@gotland3219,"You did very well making this vid, thank you for the help",0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@redefv,"I bought Ark when it came out, died 30 times, and here I am many years after logging out😅.",0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@_smile_for_the_camera,This vid was mad helpful,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@randomjoe3941,How do you get a saddle for the birds at such a low level?,0
How To Get Started In ARK - Beginners Guide (Become A Pro In No Time!),EWm8hFMC-hA,@TheGold3agle,You kinda sound like wreck it Ralph,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@Archiesstorys,What is the whistle button on the Nintendo?,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@rupp78,Anybody know how get the third person view?,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@Yasogi_1,As beginners i regret flying toward swamp 😂 i hate that big bug,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@aidenbunmee-batula4234,You could also make a raft for a mobile base,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@fatkiller1000,Capture an anky and a doed. Literally saved me tons of hours.,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@z.ngaming2681,"0:13 tip number 1
0:44 statement
1:12 tip number 2
1:40 option 1: murder
1:58 option 2: run
2:17 option 3: big brain
2:41 tip number 3
3:25 tip number 4
3:56 pitfall trap
4:33 I know right
4:40 tip number 5
5:14 I see now
5:34 taming tracker
6:13 tip number 7
7:11 interesting
7:32 tip number 8
8:08 pro tip
8:15 tip number 9
8:44 chainsaw list resource
9:04 tip number 10
9:37 bonus tip",0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@XdFlamez4,on my world all of my stats reset so im lvl 74 with the starting stats pretty much and idk if its fixable i also cant see the required items to craft idk if my worlds bugged or if its js a glitch,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@pranav2577,When u have 14 fully mutated gigas and 6 titanasours but still watch tutorials,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@xaemosxone,"There is only one thing I wish I had known about ARK: Survival Evolved... That the company WildCard Studios would be bought out by a failing greedy company called SNAIL INC. and that they would totally close and stop supporting all the official servers and allow all the time and energy so many put into playing the game to be lost. Then also basically do a copy and paste of the old game into a higher graphic style with UNREAL 5 and not give all those who basically gave them over 1 billion dollars for their older game a free copy of the new version. They made the new one cost more and everyone had to buy it, just to allow them to for the most part not support the new servers either.",2
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@kameronsheridan5845,That last tip on the UI and quickly transferring items is such a time saver. Was driving me crazy thinking you can't quick transfer items,1
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@Zack1ame,what map is he palyingg in 7:56,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@shaneblount2099,"Wow just started playing again and forgot a lot of stuff main one was how to enter tames inventory while riding, so annoying jumping on and off, so glad I watched this video now, thanks!!! 😅😅😁😁",0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@ImprezyaGaming,Bit of a random one but what's the name of the song in the background at between 5 mins to 5.30 please,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@jeffolson3166,"You’re one of the coolest, chill and slightly sarcastic (in a good way) and explain things in an understandable way. Ty",0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@aweba25,The predators will not stop chasing you if you run past another dinosaur. They will run past the other dinosaur and keep chasing you until they kill you. After they kill you. They guard your resources until they disappear.,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@DorothyJohnson-r9j,High quality video content! I have another question: someone transferred me some usdt and I have recovery phrases.  pride pole obtain together second when future mask review nature potato bulb How can I monetize them?,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@Games-forg,I know half of them,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@sasukeuchiha6812,why i dont have net projectile on my game >?,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@sasukeuchiha6812,i love you thanks,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@branhamhannah-lz9oc,Are net guns on the island,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@ttvkyberwolf6659,4:43 Not if you enjoy viewing a particularly overweight canine 😉,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@FFPRIMEKILLER,Ty but u kill all killers i don't run,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@achillesof8639,"The like for the epiphany, and a sub for the overall well made video.",0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@The_Olive_Warrior,how does your game look so good,0
10 things I WISH I knew before playing Ark: Survival Evolved,mJKukjjdOCs,@rssebobby5597,how TF do you play with motion blur on,1
