Review,Positive,Helpful Votes,Funny Votes,Date
"10/10. The freedom of exploration is a standout feature, with vastness of the world encouraging discovery. Unlike other open-world games, Elden ring doesn't hold your hand - you'll be constantly pushed to learn, adapt, and face adversity head-on. Whether you're a veteran of FromSoftware's previous titles or a newcomer, this game will keep you hooked, offering endless exploration, an unforgettable challenge, and a world that you'll lose yourself in countless hours. One of the best RPGs ever made.",True,1,0,2025-02-24 06:37:24
"My first FromSoftware game.
Got it to all 42/42 achievements.
What an experience that was, wish I could erase my memory in order to play it blind once more.
An absolute god damn MASTERPIECE, 10/10, pure cinema!
100% deserved Game of the Year!",True,1,0,2025-02-23 00:12:40
base game is fun and easy then you enter the dlc and meet radahn before the nerf and feel like you've been made into a personal fun time maid and cry yourself to sleep knowing you'll never escape the constant violations to your behind. 10/10.,True,1,0,2025-02-21 20:35:21
My only issue with the game is that it's so long It can be a little hard to do multiple playthroughs or set up invasion builds due to how time consuming moving through the larger world is. Otherwise I like the direction this game is going in with combat design.,True,1,0,2025-02-21 15:57:27
"Elden Ring is honestly incredible. The world is huge, gorgeous, and full of surprises, and the challenge feels just right—tough, but fair. I had an awesome time exploring and battling with friends. If you're into tough but rewarding games, this one’s a no-brainer!",True,1,0,2025-02-21 03:20:48
"I love this game so much I have personally played hundreds of hours of both the base game and DLC and still doesn't get old despite getting every achievement the game offers i still find my self finding new areas and content. Both the well written story and the art of the game get a 10/10 and being my first souls game and what got me to buy and enjoy even more, this game is an absolute masterpiece i most likely will never forget.",True,1,0,2025-02-20 00:25:37
One of the best video-games of all time. A memorable and impactful piece of art. Recommend for everyone!,True,1,0,2025-02-19 01:10:10
"amazing. 10/10 this was just a masterpiece. if i could have ever wished for something in my entire life, it would have been this. would play all day long. i had 200 hours on my xbox, but i wanna play the DLC on my new pc so i had to restart. u wont regret buying this game.",True,1,0,2025-02-16 06:45:02
Cant beat a boss? Well leaving means giving up so better keep going.,True,1,0,2025-02-16 03:06:05
"Absolutely love this game, I have played more than 200 hours on my husband's steam account. I finally got my own PC and this is the first game I got! It took  a minute for me to get into it but now that I understand the mechanics, I can't get enough!",True,1,0,2025-02-13 02:08:37
"110 hours in and first playthrough isnt completed yet.... there is SO much to do here...
I loved DS but ER is just on a whole other level.. Everything is balanced, as it should be.
Some areas/bosses are weak against magic, some weak to melee etc... there is just SO MUCH to do.... You won't get bored easily.
AND Best of all... ZWEIHANDER!! 
I never really focused on magic with DS, but in this game.. everything is possible!",True,1,0,2025-02-12 10:59:42
"After playing this on stream for both 12 hours straight and 24 hours straight I can attest that this game is EVERYTHING I want in a game. I love it. If you are in the market for something that is challenging, makes you cuss like a sailor and takes your breath away with it's beautifully crafted world, this games for you.",True,1,0,2025-02-09 05:05:03
"Great Game, Im in my first playthrough right now and its great.
Great world building, great lore, great variety of possible builds and great boss and general enemy designs.
Only problem you could have: its really addictive.",True,2,0,2025-02-09 01:26:06
"This game is a culmination of evil and spite mixed into one combined fuckfest that is elden ring, If you have never played a souls game then you are in for the biggest ASS ripping of the century with this fun action packed immersive story RPG, I would highly recommend that the devs seek therapy after what they have put me through with this dogwater game",True,2,0,2025-02-03 11:44:23
"A World Like No Other
The Lands Between is Elden Ring’s crowning achievement. Unlike other open-world games that fill their maps with checklist-style activities, Elden Ring rewards true exploration. Every hilltop, ruin, and cave hides something mysterious—sometimes it’s a powerful weapon, sometimes a terrifying boss, or even an entire hidden city. The game never holds your hand, trusting players to carve their own path.

Combat: Brutal, Rewarding, and Deep
FromSoftware’s signature combat is here in full force, refined to perfection. Whether you’re a heavy-hitting Colossal Sword wielder, a dexterous katana master, or a spell-flinging sorcerer, Elden Ring offers more build variety than any Souls game before it. Every enemy encounter feels meaningful, and every boss fight is a spectacle—full of awe, terror, and satisfaction when you finally emerge victorious.

Storytelling & Lore: A Myth in Motion
Written in collaboration with George R.R. Martin, the lore of Elden Ring is dense, tragic, and utterly fascinating. It unfolds subtly, through cryptic item descriptions, NPC dialogue, and environmental storytelling. There are no forced cutscenes or expository dumps—just a world teeming with history, inviting the player to piece it together.

A Soundtrack That Elevates the Experience
The music in Elden Ring is nothing short of mesmerizing. Haunting choirs, bombastic orchestras, and eerie ambient tracks set the perfect mood for exploration and combat. Every boss has a theme that makes their fight feel like an event of mythic proportions.

Final Thoughts: A Timeless Legend
Rarely does a game come along that truly redefines its genre, but Elden Ring has done just that. It is challenging yet fair, vast yet focused, and deeply immersive in ways few games can match. It respects the player’s intelligence, offering freedom without sacrificing meaningful design.

It is not just one of the greatest games of its generation—it is a masterpiece that will be remembered for years to come.

⭐️⭐️⭐️⭐️⭐️ | 10/10 – A modern classic.",True,1,0,2025-01-30 08:23:47
"Challenging, but fair. If difficulty is a problem, the game has many ways to overcome the barrier other than simple over leveling or dumping hours into the game. It does require some patience, but don't be dissuaded if people try to tell you the way you're playing is the ""wrong way"" there is no wrong way, play it how you enjoy to play it.",True,1,0,2025-02-24 10:47:34
"Ive spent 150 hours in this game. Got all 42 achievements. done countless runs, lost my mind and yet still have no maidens...",True,1,0,2025-02-18 02:59:07
"I had never played soulslike games before. My skepticism toward Elden Ring was mostly caused by stories of its difficulty, and I must admit — people weren’t lying. But I couldn't imagine where this difficulty comes from.
 
What I Loved 

Elden Ring looks incredible and is filled with a great amount of beautiful concepts. There are spiritual battle flags standing where massive battles once took place, mmm spiritual trees, spiritual spirits — you get it. The world of this game, despite sometimes feeling still and empty in certain aspects, gives you chills and makes you want to explore.

There are a few exploration caps that require fighting mighty foes to progress, and here lies the cornerstone of this game. Bosses are everywhere, and many of them are the same ones, just appearing in different locations or in a combination with others. They will make you die over and over again until you memorize their movesets and manage your timings almost perfectly. Unfortunately, in many cases, you'll feel happier that it's over rather than proud of your achievement.

Thankfully, Elden Ring offers ways to make things easier. You can explore its world to find better weapons and buffs or obtain summons — some of which can be received within the first 20 minutes of the game. You’ll still need to grind to stand a chance against certain bosses because, without good HP stats, you’ll be constantly one-shotted. If your strength and stamina are too low, you won’t be able to land effective hits in time to defeat a boss within a reasonable time. Eventually, you’ll find good farming spots, and I strongly recommend watching guides to locate them — especially if grinding bores you in other games. Otherwise, you risk burning out before experiencing some of the best and most entertaining parts of this world.

If you, like me, are new to this genre, you most likely will experience something incredible: a shift in mindset that will affect how you approach other games as well. Dying is the core of this game, and although it's sometimes incredibly frustrating, you will eventually learn to lower your expectations before each fight and accept death as a necessary part of the experience. In return, this will make you feel stronger — not because of your character's stats, but because of how much you’ve improved as a player. Your reaction time, adaptability, and skill in general will constantly increase, allowing you to perform well even if you start the game over.

What I Hated

As I mentioned, many bosses require a great amount of attempts to defeat, and some don’t have save points nearby. This means you’ll often have to run back through difficult areas, losing not only time but also valuable HP flasks. It’s time-consuming and frustrating.

Another complaint of mine is that the game barely teaches you anything. I read everything I could and explored every corner, yet after 70 hours, I still found myself confused about the story and how to progress through it. Many times, I stumbled upon the right location or NPC purely by accident. Some say that Elden Ring doesn’t hold your hand so you can experience it on your own, but I’d argue that it’s hard to be invested in the story when, by the time you reach the end, you barely remember where it all started. Many quests are easy to complete unintentionally, and there’s no quest journal - only a few of them even have map markers. There are some general routes to follow, but that doesn’t guarantee you won’t struggle with understanding what to do. I certainly did.

Because of this, while other games often make exploration feel unnecessary by giving you all the information right away, Elden Ring goes to the opposite extreme, offering almost no guidance. This leads to a lack of investment in both the side and main stories.

Final Thoughts

I love and hate this game. It sometimes throws frustrating design choices at you, but it also offers a unique experience — a hostile unforgiving sandbox where you often decide whether to fight or run away. While dying is the core Elden Ring, exploration is also its essence. I don’t think it’s the best game ever, as some claim — there are many flaws — but there is beauty in suffering, in learning through trial and error, and in in eventually overcoming your struggles.

I highly recommend at least trying this game, even if you’ve never played anything like it before. It will likely change how you perceive failing — not just in gaming, but maybe even in life.",True,4,0,2025-02-11 23:31:16
"Actually my first Fromsoft, or even soulslike title. Came from growing up with DOOM, Quake, Ratchet and Clank, etc, but eventually just phased out of enjoying games in my early 20s. Picked up this game after hearing about the difficulty on the ps4, and absolutely fell in love, just like I did when I was younger. It's a challenging, but fair, and Fromsoft makes beautiful, detailed games you can immerse in for months honestly. Most of the player base, minus that one group we all know, is super helpful, and kind as hell from my experience. Been my ps4, and steam accounts, I have at least 500 or so hours combined. I even went on to get a nice amount of love, and time in DS1, DS3, and Bloodborne. If you love a challenge, this game is perfect, along with all other Fromsoft titles. Just get used to watching everyone you protect die regardless lol.",True,2,0,2025-02-09 11:16:00
Without a doubt my number 1 favorite souls-borne game. The world building was impeccable as with any other souls-borne game but Elden ring has the addition of being absolutely gorgeous. Not even to mention the amazing DLC they created that was so good it got nominated as a game of the year without even being a game.,True,1,0,2025-02-13 04:34:17
"It's a very good game, and it shows what happened in Hidetaka's childhood.

---{ Graphics }---
☑ You forget what reality is
☐ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☑ Potato
☐ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Game Size }---
☐ Floppy Disk
☐ Old Fashioned
☐ Workable
☑ Big
☐ Will eat 10% of your 1TB hard drive
☐ You will want an entire hard drive to hold it
☐ You will need to invest in a black hole to hold all the data

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☐ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☑ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☑ You'll need a second life for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☐ Good
☐ Lovely
☑ It'll replace your life
Hidetaka Miyazaki can always make a declining dynasty look so spectacular and beautiful.

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☑ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☑ Never heard of
☐ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☑ 10",True,1,0,2025-02-12 11:10:33
"awesome game, must play for everyone, its just a shame i need to install several mods to be able to play in ultrawide when previous games worked without it",False,4,0,2025-02-20 01:01:49
"It's a banger. Huge amount of gameplay and replayability possibilities considering the amount of builds possible with each class, and the amount of items in the game.
You might struggle in your first run, but if you loot everything and every zone properly, game should be a breeze!",True,2,0,2025-02-06 06:13:28
"Elden Ring is a challenging RPG with a huge open world. The combat is tight and strategic, and the boss battles are tough but rewarding. It blends deep lore with freedom to explore, making it a standout for anyone who enjoys difficult games. This is the best gaming experience I've had in a long time, If you haven't played it yet i highly recommend that you play it, its so good that it will change your perspective on gaming as a whole.",True,1,0,2025-02-15 06:15:22
"I just can't with Elden Ring. The first time I played I had fun in Limgrave, I really thought this was going to be amazing. All the way through Storm Veil Castle I was all for it. Then the game just slips. I started going through the lake and got lost, not like lost in adventure, I mean I was lost, directionless and unsure how to progress. I completely missed the lord of the lake and instead fought the Magic Horse Lady, I have no idea what her name was. I assumed I had finished lake then kept going and... uhh where do I go? The other side of the bridge led to a dead end and the enemy camps were starting to stomp me. I was going dex faith, which is supposedly really strong, and I had basic miracles, my weapon didn't seem to do anything and even with red fire enchantment I couldn't get bleed in any reasonable time to help me in fights. I just kept going, got up a cliff and killed the salamander only to fight tons of ogres I could barely one on one. I kept going, Dragon with red lightning one shoting me. I kept going I see a giant golden door, two of the Golden Tree Knights guarding it, I couldn't kill anything without hit and run tactics... I snuck past them, only to find more and more rediculous stuff that I couldn't hope to have gear for... 

I know a lot more now than I did then and honestly... I still have no idea what to do in this game. Builds? That's for other people who have somehow figured this game out. Items feel so disperate and all focused on hyper specific builds. Like I found the Winged Scythe which is dex faith and yet didn't like it... it felt slow and cluncky for something meant to be dex. I've never finished the game ligitimantly. I don't think I ever will because the game loses it's fun right around the lack area and I've played limgrave a lot... I'm gonna burn out on it entirly one of these days and just not come back to it, as I still try to extract the bits of fun I original payed to have and instead got pain and disatifaction.

Also horse combat sucks... alot. It feels like the game is pushing you to use the horse constantly. It isn't as refined or fun as the Dark Souls combat. 

And yet, every time I see someone like IronPinapple play this game, I ask myself, ""Why was I so hard on the game? This looks fun!"" I come back and get disappointed.",False,6,4,2025-02-23 22:46:35
"A nearly perfect game in many ways, and a world you will never forget. Ride through misty forests and dank swamps, explore castles and ancient ruins, and face foes out of your worst nightmares. The lore and story of this world are not spoon-fed to you, and it can be esoteric and strange at first glance, but it will open itself to any player who is willing to look for the details. Once you invest yourself into this experience, it will take over your gaming life for a very very long time.

The challenge in this game is top notch, and will test your abilities in many ways. Most encounters can be changed to make them more or less challenging, depending on how much you want to push yourself. Hundreds of different weapons and dozens of movesets are available, from small daggers to huge warhammers and everything in between (you can even do a hand-to-hand martial arts combat style if you'd like, with the DLC). And for those who appreciate armor and ""fashion-souls"", there are an overwhelming number of armor sets you can mix and match to customize your looks and stats.   

The multiplayer experience takes a few different forms ... you can join friends to go on quests together, invade other players to challenge and ambush them, or go to specialized arenas to match up in fights and tournaments. Some of the match-making for online play can be a little janky from time to time, but overall it's accessible for pretty much every play style. 

This is probably the easiest game from FromSoftware to get into, and it's the one that will give you the most freedom and choice. I honestly cannot recommend this game enough.",True,9,2,2025-02-14 16:03:28
"Thou art maidenless enough to journey forth through the land of death. 

It's a game that defines a generation. Over 100 hours of content, with no farming. Game is simply GOATed. Anything positive that can be said about a game, has already been said about Elden Ring.",True,0,0,2025-02-27 14:31:09
"[h1] My first soulsborn game and it is nuts [/h1]

Elden ring was my first game of this genre and the amount of combination and ways you can play this game is [b] insane [/b].
 
The story is all around you, just waiting for you to pickup and stitch together in correct order. 
There isn't a wrong way of playing any game, elden ring proves it. 

Loved the game, completed nearly all achievements and multiple class gameplay. 

Supper recommend it.",True,0,0,2025-02-27 12:41:36
"The quantity over quality game of the Souls games. I'm not sure I would be very positive about the game without its much better DLC, but I like Dark Souls 2 so I still wouldn't be able to justify a hard negative review. After all, one of the reasons people think Dark Souls 2 is the worst Souls game ever is because of the repeated and large number of bosses with the focus on quantity over quality.
I'm sorry to say it but the open world and scale feels detrimental to the game. Literally 90% of the bosses are weak and filler. There are over 200 bosses in this, and a lot of them are repeated and/or pushovers. The major bosses are great, but the entire experience becomes a highly diluted slog when the majority of your gameplay is exploring a somewhat empty world with largely lame bosses. I'm not excited for what comes next after pushing over my fourth crystalian boss. 
If you haven't played the Souls series, Bloodborne, or Sekiro, I would recommend you play those instead. They're much more finely crafted linear experiences compared to this flawed and unengaging open world. It's a slog, it gets dull, and it gets boring.
If you have played the others, then sure, there's no reason not to play Elden Ring as well. The DLC is definitely recommended. I wouldn't say the base game sucks, it just has glaring flaws that largely come down to a matter of quantity over quality.
Elden Ring PvP is the worst PvP has ever been, so if that's what you're looking for, you better get that out of your head.
The more I go on the more I want to give it a negative review, but I think that's too harsh for what you get. Dark Souls 3 just had its seamless co-op mod released. Maybe you should give that a try.


",True,0,0,2025-02-27 09:52:46
"One of my favorite From games. I started playing From when I was a kid, starting at Demon Soul's. While I enjoy aspects of each game Elden Ring best encapsulates some of the best of each game. The only game that I found comparable to enjoyment for me is Bloodborne and Dark Souls III. 10/10 recommend, and this extends to the DLC as well.",True,0,0,2025-02-27 07:25:37
"I did not understand why Elden Ring got game of the year back in 2022, until I played it. Playing games used to give you a sense of reward and satisfaction. Now the only time I feel a sense of satisfaction is when I win a comp game in a multiplayer game. This would be nice however, playing with/against real people can get toxic and not fun real fast. I am a streamer and my friend recommended me this game. He talked very highly of it and said I should give it a shot. I was hesitant at first but decided why not. Playing the first 5 to 10 hours was okay but, beating more bosses made me feel a certain way. I kept playing and got hooked to the game. I did a full strength build and the feeling of reward I would feel after defeated a hard boss like Morgot was something I could not explain. I beat the game a couple days ago and I just have to say, I understand it now. This game is beautiful, challenging, and rewarding. The game is a combo of Skyrim and Darksouls! You do not have any right to judge this game unless you play a decent bit of it because it is truly an amazing game. Reaching 109 hours in the game and approaching the DLC, I can say this game deserved Game of the Year. 15/10",True,0,0,2025-02-27 07:00:05
"Elden Ring is a very good starting point for new souls players who want to experience the genre, although depending on how you play it, it could be the hardest one to start on. The base game and DLC are personally the best experiences I have had in games and they have lead me to try the other souls game and find my fondness for them. Overall, Elden Ring is an excellent game that i would recommend to everyone, with the precaution that they WILL die many many times, but that's just part of the experience/learning curve that a lot of people don't understand, and is the thing that originally made me not want to try the games. If you look past the obvious downsides of the game like the reused bosses and the sometimes stupid fights, you will find an at least 9/10 gaming experience that you will never forget.",True,0,0,2025-02-27 01:56:14
"amazing story line.
beautiful graphics.",True,0,0,2025-02-26 22:36:42
After 50 hrs of gameplay and death i finally beat the first boss,True,0,0,2025-02-26 21:49:40
Amazing open world souls experience. Great game for beginners and veterans alike.,True,0,1,2025-02-26 21:10:25
"10/10

Nothing else to say.

Playstyles I have tried:
- Mage (Gravity Sling Build/Ice Mage Greatsword) 5/10 Really easy world traversal, decent against early bosses, falls off hard later.
- Unga Bunga (Heaviest Armor/Flamberg Str Tank) 8/10 Super Easy, Easily tanks 5+ hits from bosses before healing, Mimic Tear alone almost solos bosses.
- Dragon Paladin (Still playing, Heaviest Armor/Dragon Incantations) 10/10 Easiest build so far. Rot breath clears hords of enemies with ease. Rot breath a boss and run it around. No need to play agressive, rot will kill the boss over time but getting some hit in will speed it up. Dragonmaw also does big damage.

Ranni is best girl, Honorable mention for Melina for her sacrifices.",True,0,0,2025-02-26 18:00:11
"i love this game, its just so good
so many weapons/builds/playstyles you can try, such a nice scenery, cool characters (even tho it feels lonely towards the end but thats just the vibe of the game) its fun to slay bosses (even tho sometimes i wanna throw my controller into the screen). overall 10/10, Elden Ring never disappoints :3",True,0,0,2025-02-26 17:14:09
Elden Ring is an amazing game with amazing graphics.  The Play style is also something no other game has,True,0,0,2025-02-26 04:50:53
