Review,Positive,Helpful Votes,Funny Votes,Date
"The game is beautiful, but ruined by keyboard controls. you spend a lot of time going in circles trying to walk straight. It's very annoying.",False,3,2,2025-02-18 12:56:13
"The only thing I can possibly say about this game is, Jesus sainted mother Christ... I mean HOLY SHIT I can't imagine how a game and be this touching, diverse and beautiful, This game fascinates you in every aspect and by the time you realize, I really want this to happen, please don't make me do this,,, in this game all of your emotions will get involved and it would be so unkind to just call it a Game, it's Cinema... for you guys out there, all of you, doesn't matter if you know how to play games, just buy Detroit and play it, I'll guarantee it would be a life time experience y'all, I envy those who haven't played yet. 😭",True,4,0,2025-02-23 23:53:33
"Play Mechanics 8/10
Story 10/10
Soundtrack 8/10
Graphics 10/10

Overall: 9/10 and highly recommended.",True,1,0,2025-02-24 22:05:03
"While I liked the graphics and the character actor voices were interesting, it didn't really feel like a game.  Not really the form of entertainment I was expecting.

Imagine a game where your character walks 30 secs, then has a cutscene (that you can't skip), then walks another 30 secs, then another cutscene, repeat, etc. Your character can't run, can't jump, and often can't even fully look around - but is always carefully guided to the next cutscene. This gives you an idea of how the game's mechanism works.

You are given a few opportunities to make choices, and even shown a review of the impact of those choices between save points.  I found this frustrating as you couldn't replay prior save points, and I wanted to explore what outcomes alternative choices would bring..nope.

Again the graphics are great and there are some moral elements to the story that make you think. So if you have free hours available to watch a string of interactive graphical videos, then this is a good game for you.",True,1,0,2025-02-18 23:58:21
"i love this game, it's so fun to play and especially when you have different outcomes & endings.",True,1,0,2025-02-16 22:26:05
"One of the best if not the best tell-tale game, the demo got me hooked, decided to buy and finished the game twice (first got the worst ending, which scarred me for life, but impacted me the most, then one of the best endings on my second playthrough) atm and its been one of the most memorable video game experiences and stories of all time. I still want to explore alternative endings and choices as choosing differently feels like a completely different story.",True,1,0,2025-02-15 21:15:29
"There are only few studios out there who give you something more than a game and Quantic Dreams is definitely one of the finest. If you've ever saw a film or TV series where you would come up with hypothetical scenarios wondering how the story would play out if the protagonist/antagonist did this or that, then Detroit Become Human offers you precisely that. It's a game by all means but I'd call it an interactive animated film. You have 3 main characters with their story and distinctive personalities and the mocap animation is just brilliant in this game. Every decision matters and has a impact on the story. The game does a good job of making you feel for the main characters and keeps you invested in the story while also encouraging you to explore the game further by making alternate choices. The music in this game is also one of the finest music compositions you'll hear. Kara's Theme is definitely one of my favourites.

If you have had your fill of playing big RPG's or other such open world games and are looking for something that you can play with a relaxed mind while also having an enriching gaming/cinematic experience, Detroit Become Human is definitely recommended for you. And for anyone who has never tried out such expansive movie style games with multiple choice and endings, please give this game a chance. Play it with an open mind and don't try to lump it with other games like RDR2 or Witcher 3, because DBH aims to provide you with a vastly different experience.",True,1,0,2025-02-14 18:48:50
"Cannot express how much this game truly moves you. It's exciting, interesting and emotional. A masterpiece of sorts.",True,1,0,2025-02-13 22:42:20
"Absolute cinema! It really is an amazing game. I'm so glad this game is available on PC. The graphics and sound design are great. The story was so exciting that I felt doubtful after completing the story once, all the choices in the game really matter and there are multiple endings. You can kill some characters at first hour of game, you can complete story pacifist or violent way. There is much to explore if you're really want to take your time to see all the possible outcomes. That being said, running it on PC with hardware on recommended specs can sometimes be a little sloppy, with occasional frame drops and stuttering. The game is locked at 30fps by default and only have 2 options capped at 30/60fps, however there is a workaround out there. I can recommend this game to people who enjoy interactive story driven game.",True,1,0,2025-02-13 15:17:11
"Connor and Markus are peak characters, while Kara... she's just there, most of her story is boring.",True,1,0,2025-02-13 00:31:01
"Имба советую, так ещё и по скидке брал ,сказать игра отличная пророботаная и нет ошибок очень приятная и очень интересная на прохождение советую🤗🤟",True,1,0,2025-02-12 03:35:29
"Very good game with several absurd and intriguing alternative endings. At certain moments, the game requires the player to master specific mechanics, and depending on your skill, the outcome of the action may vary. Overall, this game is excellent.",True,1,0,2025-01-28 20:18:31
"10/10 gave myself emotional damage, got all the characters killed (except hank :D) and made all the bad choices NO MATTER WHAT I CHOSE. Great game will never try a vn again!!!",True,1,0,2025-01-28 12:13:24
"""Detroit: Become Human"" is an absolute masterpiece of interactive storytelling. I have completed this game for the fourth time, and each playthrough brings something new. It’s incredible how a single decision can impact the course of the story, leading to completely different consequences. The choice mechanics are so well-crafted that every playthrough feels like a unique experience—impressive and deeply engaging. The graphics are stunning in their detail and realism, making every frame look like a scene from a high-budget movie. The developers have meticulously designed even the smallest details, enhancing immersion. The music, on the other hand, perfectly complements the atmosphere—every track is carefully chosen, intensifying emotions in crucial moments. However, what moved me the most was how my perception of this game changed over the years. The first time I played, I made choices instinctively, without much thought about their long-term consequences. Today, after a few years and growing as a person, my decisions were different—I have changed my priorities, reevaluated my beliefs, and looked at the moral dilemmas of the characters from a completely new perspective. This is proof of how deep and multi-layered this game truly is. Detroit: Become Human is more than just a game—it’s a story that makes you reflect and stays with you long after you finish it. If you haven’t experienced it yet, I highly recommend it!",True,5,0,2025-01-30 22:40:18
"this is arguably one of the best games i have ever played
the graphics are beautiful
the story is emotional and gutwrenching
and if you don't get the ""good"" ending you will be devistated",True,1,0,2025-02-02 21:27:54
"For a five year old game, the predictive programming that the story shows that we are 'almost' at Today, crazy! Fun game, graphics are excellent, for a five  year old game, but the story is the compelling part that keeps me locked in to the duality of playing several characters at the same time!!",True,1,0,2025-02-06 03:57:22
"
---{ Graphics }---
☑ You forget what reality is
☐ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☑ Eargasm
☐ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☐ Decent
☑ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Game Size }---
☐ Floppy Disk
☐ Old Fashioned
☑ Workable
☐ Big
☐ Will eat 10% of your 1TB hard drive
☐ You will want an entire hard drive to hold it
☐ You will need to invest in a black hole to hold all the data

---{ Difficulty }---
☐ Just press 'W'
☑ Easy
☐ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☑ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☐ Good
☐ Lovely
☑ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☑ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☑ Never heard of
☐ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☑ 10

---{ Author }---
☑ https://vojtastruhar.github.io/steam-review-template 
 
",True,1,0,2025-02-12 06:08:37
"""Detroit: Become Human"" is an amazing game that immerses you in a world where androids and humans face moral choices and the consequences of their actions. The storyline is captivating, and every decision affects the unfolding narrative, making the gameplay incredibly engaging. The graphics and musical score are top-notch, creating an atmosphere that you want to stay in for hours. I was blown away by how the game made me reflect on the future of technology and humanity. I highly recommend it to everyone!",True,1,0,2025-01-30 08:21:56
"I am reluctantly giving it a downvote, because it is... not quite as great as it seems.

Don't get me wrong. It isn't a bad experience. I am enjoying it quite. I am five hours in and I will probably finish it, to see where it leads. There are alternate paths I want to explore. 

But it isn't a great game.

The graphics are quite beautiful. The premise is interesting. The way you are put in uncomfortable situations and given unsatisfying cards to play is enticing.

The movement of the androids limited to not-too-clear patches in the ground. It is also limited arbitrarily, frequently (the limitation isn't arbitrary sometimes, such as when you have been given orders, and this works very well and to a great effect to put you in the synthetic skin of the protagonists... But that is diegetic, part of the story, whereas most of the time the movement restrictions are there just because the world isn't open. 

Controls are clunky. Often you are required to press keys in more or less arbitrary moments and without discernible patterns. While the movement of the mouse to open a door is more or less consistent, as is the gesture for ""interact with something down, or to the left, or to the right"", about any other control isn't. Sometimes you will use Q to look. Other times you will use it to struggle. Others to crawl. Sometimes you will interact with things through clicking-and-pressing the left mouse button. Others you will use the F key for that. There is just no sense of getting yourself used to the controls and improving your handling of the character. It is basically a game of Simon: press or click whatever flashes on the screen.

Dialogue choices are, quite frequently, not clear. They are often timed, and when that happens it is good that you are given just one word describing each option, for a speedy understanding of what you can choose. That's the theory. The problem is that this isn't easy to implement well, and so it isn't rare that you can't figure out what kind of dialogue the word you choose will result in.

In terms of world building and narration, it isn't consistent either. Androids don't feel pain, this is well established several times. Yet apparently they can be traumatized through repeated physical torture. Androids will destroy themselves when subject to the high stress of being interrogated... yet our protagonists respond to much higher levels of stress with becoming deviant (or just enduring it, in other situations). A certain character establishes a strong emotional bound with a human... without really a reason why. Yet the bond is strong enough to break its programming. Another character feels that he is being treated unjustly, enough to break its programming too, just by being yelled at by a brat. The same character was thrown to the floor and kicked down earlier in the timeline, without apparent consequence.

Yet the main problem, to me, is that the experience feels *very* railroaded. You are constantly pushed forward in the direction the writers want you to go, either through having very obvious things you should do, or through *not* having any alternate possibilities, or through just smacking a sign reading 'you can't go there' and forcing your character to turn around. Your actions feel scripted, not a result of your own decisions.

Most of what you do isn't a relevant choice. It is just the only thing you could do. While this works well when the androids are serving humans, to reflect the way their programming constrains them, it doesn't make as much sense when they are supposedly acting on their own volition. 

The game exposes the flowcharts of choices after each episode you play. I think the idea here is to get people back to replay those scenes. The result, for me, is that it shows the actual rails you are on, reinforcing the feeling. 

Overall, it feels like an interactive movie. Movies *show* the story. Games have you *act* the story. Of course there is overlap, and thus experiments like Netflix's Bandersnach... but I don't think anyone would call that a game (or at least a *good* game, as game). I think Detroit falls in the same category.  

And the story is compelling. It is just that games are supposed to tell stories by *doing*, rather than showing. And in this... narration... it is quite evident that while they had a story they wanted to tell (with several alternative routes through it, granted), they didn't quite know how to turn that into an actual game where you have initiative and freedom of action and choice. All the fuss with flashing you keys to press feels like a distraction to the fact that your character can only go through the prescribed path.

Again: the story is interesting, and this piece of software may still be very enjoyable for you if you are into the topics it touches. It just isn't a very good *game*.",False,8,0,2025-02-02 22:26:53
"Absolutely horrid user interface for keyboard. I would love to know if game play is any fun, but if after four hours I haven't mastered taking five steps - it's a no go.",False,2,0,2025-02-20 14:49:18
"this is somewhat difficult to review, because while Detroit: Become Human's plot, storytelling, aesthetic, acting, graphics, etc are absolutely top-notch, the gameplay... isn't. it's fine, and there's enough branching (conveniently set out for you at the end of each mission in a flowchart) to ensure replayability, the actual experience of *playing* this is lacklustre. a lot of the time you're essentially on rails completing quick-time events.

this might sound like a criticism, but i'm not entirely sure that it is. it's more an observation that Detroit: Become Human is a piece of interactive digital storytelling that isn't overly interested in being a *game* per se. if you take it for what it is, you'll be rewarded with a really remarkable experience. 

a warning: some of the chapters are pretty harrowing--in particular, there's one domestic abuse scene that's really uncomfortable. but equally, there are moments that lend levity to what's a pretty grim depiction of humanity. i shed tears more than once, and i found this story genuinely emotionally involving, moving and thought-provoking.",True,1,0,2025-02-10 02:32:10
Great emotional story. I finished game once. Watched the happy ending on YouTube.,True,0,0,2025-02-27 18:00:06
This game is a such a good poltical and social comentary fr fr liek so good byt the gameplay nonexistent fr,True,0,0,2025-02-27 04:25:33
One of the best looking adventure click-ish games on the market. Great story telling where choices make a real difference. Highly recommended,True,0,0,2025-02-26 20:10:42
Really cool. I love the story and the motion capture.,True,0,0,2025-02-25 21:00:17
"I haven't completed the game yet but I can already tell this is my favorite game ever in the story-driven genre. I might even be one of my favorite games of all time by the time I'm finished.

Don't go into this game thinking you'll rush through it, or that they is tons of shooting or looting. This is a SLOW paced game. It is a story game. But unlike most story-based games, I think this story benefits a LOT from being a game and not being told through some other medium. And if you care at ALL about good stories, this is definitely one to check out.

PLEASE DO NOT SPOIL YOURSELF ON THE GAME BEFORE PLAYING. PLAYING THROUGH BLIND IS A HUGE PART OF THIS GAME'S PLOT.

Pros:
Mind blowing story, especially when [spoiler]going to the store changes the story[/spoiler] REALLY blew my mind.
Memorable characters and moments
Quick-time actions actually feel exhilarating
SUPER replayable

Cons:
STUPID TERRIBLE camera and movement. But, this game is good enough to ignore that.",True,0,0,2025-02-25 17:08:25
amazin story and gameplay not enough credit is given to it,True,0,0,2025-02-24 23:38:22
It is an exquisit transformation of a short-film into a great game with many endings. The story of Kara is always touching. It's nice to see how lovely she is... ,True,0,0,2025-02-24 22:00:38
"I've always wanted to play this game, and I'm really glad I picked it up on sale. While the gameplay is limited—primarily consisting of QTEs and point-and-click mechanics—the true strength of the game lies in its narrative. With three playable characters, each with their own compelling story line, the game masterfully weaves their paths together in the later stages.

The choices you make have a meaningful impact, shaping the story in ways that feel natural and significant. You genuinely connect with the protagonists and their supporting characters, making every decision feel weighty. Set in a near-future world where androids are commonplace and designed to serve humans, the story explores their gradual awakening to consciousness, leading them to become ""deviants."" You take control of two deviants and a deviant hunter, each offering a unique perspective on the unfolding android revolution.

The worldbuilding is immersive, and the narrative builds toward a gripping climax. The overarching theme revolves around androids fighting for recognition as living beings, with each protagonist offering a different lens on this struggle.

Overall, I’m really glad I picked this up, and I’ll definitely replay it in the coming months to explore different choices and hopefully get a better ending.",True,0,0,2025-02-24 18:28:54
"ABSOLUTE CINEMA.
Greta Lore, characters, story, CONNOR.",True,0,0,2025-02-24 13:30:39
it is gewd game i have play it before getting on steam and it is gewd game with very hard decisions. Good quality better graphicks and evean better story gewd game buy it or don't i don't care,True,0,0,2025-02-24 11:35:23
"Graphically, the most beautiful game I've ever played. Barring a few brief moments, I've been absolutely and completely immersed in the experience so far. I can't recommend it enough on that point alone.
So it's a joy to say that story-wise, it's not holding any punches either. My heart's been pounding from the jump (no pun intended).
Easily worth getting at full price, and a steal when it's discounted.",True,0,0,2025-02-24 01:57:41
Its so free it allows you to do stuff and change up the story line very fun can play it after you beat it would recommend 😛😛😛😛😛😛😛😛😛😛🔥🔥🔥🗿🗿🗿🗿🗣️🗣️🗣️🗣️🗣️🤯🤯🤯🤯🤯,True,0,0,2025-02-24 00:42:35
"I think the best story multiple choice game I played, that was crazy. YOU SHOULD PLAY THIS 100%",True,0,0,2025-02-23 22:47:06
graphics are really good but 15+ minutes for shaders is ridiculous. UNINSTALLED wish I never bought it,False,1,1,2025-02-23 22:25:01
"I got sucked into this game so quickly, the storytelling and character writing in amazing definitely recommend.",True,0,0,2025-02-23 21:36:43
"One of the greatest games I've ever played
Really breathtaking plot which is influenced by each your choice
Strongly recommended",True,0,0,2025-02-23 20:55:45
"I just ran my first playthrough.

I just... I have no words. This game... it changes you. You can't be the same if you truly immerse yourself into it.

The only downside is that sometimes the options are ambiguous, and you think you're gonna say something but you say the opposite. But that's only 1 in 10 cases.

I highly, highly suggest you don't replay any of your choices. Don't pause, don't redo. For your first walkthrough, get yourself really deep into it. You won't regret it.

You will regret your entire life not buying and trying this game. That's all I can say.

WE ARE PEOPLE! WE ARE ALIVE!",True,0,0,2025-02-23 20:51:16
"Incredibly well written game with a great story and so many impactful choices that open up to who knows how many unique endings.

I was skeptical at first, because both the ""robots becoming conscious"" and ""multiple choice story"" may have as well been an overused trope and a ""multiple choices, but you follow the main story and minor details change / you simply get an early failing ending"" situation. But in both cases I've been pleasantly surprised by the great writing and character progression who caught me from the start, and by the impact of the choices that you make in the game.

Strongly suggested for everyone to play!
",True,0,0,2025-02-23 16:27:46
"
---{ Graphics }---
☐ You forget what reality is
☐ Beautiful
☑ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☐ Very good
☑ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☐ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☑ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Game Size }---
☐ Floppy Disk
☐ Old Fashioned
☐ Workable
☑ Big
☐ Will eat 10% of your 1TB hard drive
☐ You will want an entire hard drive to hold it
☐ You will need to invest in a black hole to hold all the data

---{ Difficulty }---
☐ Just press 'W'
☑ Easy
☐ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☑ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☐ Good
☐ Lovely
☑ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☑ Short
☐ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☑ 10

---{ Author }---
☑ https://vojtastruhar.github.io/steam-review-template 
",True,0,0,2025-02-23 00:12:25
"This game is wonderful ! it gives you an amazing experience that feels like you are in this word. I expecially like the storyline of Kara, which is very touched and makes me rethink about what is the true meaning of family. I highly recommend this game!",True,0,0,2025-02-22 15:48:26
